category,subcategory,subsubcategory,subsubsubcategory,unique_id,url
rangement-dressing,dressing-amenagement-de-placard,housse-de-rangement,,cat_id_3008.cat,https://www.castorama.fr/rangement-dressing/dressing-amenagement-de-placard/housse-de-rangement/cat_id_3008.cat
rangement-dressing,rangement-interieur,paniers-pour-etagere-cube,,cat_id_5214.cat,https://www.castorama.fr/rangement-dressing/rangement-interieur/paniers-pour-etagere-cube/cat_id_5214.cat
rangement-dressing,rangement-garage-et-cave,accessoires-atelier-et-garage,,cat_id_3105.cat,https://www.castorama.fr/rangement-dressing/rangement-garage-et-cave/accessoires-atelier-et-garage/cat_id_3105.cat
rangement-dressing,rangement-garage-et-cave,tour-de-rangement,,cat_id_0002041.cat,https://www.castorama.fr/rangement-dressing/rangement-garage-et-cave/tour-de-rangement/cat_id_0002041.cat
rangement-dressing,rangement-garage-et-cave,bac-de-rangement,,cat_id_2765.cat,https://www.castorama.fr/rangement-dressing/rangement-garage-et-cave/bac-de-rangement/cat_id_2765.cat
rangement-dressing,rangement-garage-et-cave,armoire-de-garage,,cat_id_0002124.cat,https://www.castorama.fr/rangement-dressing/rangement-garage-et-cave/armoire-de-garage/cat_id_0002124.cat
rangement-dressing,rangement-garage-et-cave,etagere-et-armoire,,cat_id_3096.cat,https://www.castorama.fr/rangement-dressing/rangement-garage-et-cave/etagere-et-armoire/cat_id_3096.cat
rangement-dressing,nos-collections-rangement-dressing,les-tablettes-et-les-equerres-decoratives,,cat_id_5094.cat,https://www.castorama.fr/rangement-dressing/nos-collections-rangement-dressing/les-tablettes-et-les-equerres-decoratives/cat_id_5094.cat
materiaux-et-gros-oeuvre,cloison,panneau-a-carreler,,cat_id_4206.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/cloison/panneau-a-carreler/cat_id_4206.cat
peinture,peinture-interieure,peinture-cuisine-et-salle-de-bains,,cat_id_3627.cat,https://www.castorama.fr/peinture/peinture-interieure/peinture-cuisine-et-salle-de-bains/cat_id_3627.cat
salle-de-bains-et-wc,douche,panneau-mural,,cat_id_5425.cat,https://www.castorama.fr/salle-de-bains-et-wc/douche/panneau-mural/cat_id_5425.cat
chauffage-climatisation-et-ventilation,vmc-et-aerateur,accessoire-de-vmc,,cat_id_0002000.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/vmc-et-aerateur/accessoire-de-vmc/cat_id_0002000.cat
chauffage-climatisation-et-ventilation,vmc-et-aerateur,commande-vmc,,cat_id_0001785.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/vmc-et-aerateur/commande-vmc/cat_id_0001785.cat
chauffage-climatisation-et-ventilation,vmc-et-aerateur,gaine-vmc-et-de-ventilation,,cat_id_0001262.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/vmc-et-aerateur/gaine-vmc-et-de-ventilation/cat_id_0001262.cat
luminaire-et-eclairage,luminaire-et-eclairage-interieur,luminaire-de-salle-de-bains,suspension-de-salle-de-bain,cat_id_0002096.cat,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-interieur/luminaire-de-salle-de-bains/suspension-de-salle-de-bain/cat_id_0002096.cat
luminaire-et-eclairage,luminaire-et-eclairage-interieur,luminaire-de-salle-de-bains,reglette-de-salle-de-bain,cat_id_0002098.cat,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-interieur/luminaire-de-salle-de-bains/reglette-de-salle-de-bain/cat_id_0002098.cat
luminaire-et-eclairage,luminaire-et-eclairage-interieur,luminaire-de-salle-de-bains,plafonnier-de-salle-de-bain,cat_id_0002095.cat,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-interieur/luminaire-de-salle-de-bains/plafonnier-de-salle-de-bain/cat_id_0002095.cat
rangement-dressing,rangement-garage-et-cave,buanderie,table-a-repasser,cat_id_0001115.cat,https://www.castorama.fr/rangement-dressing/rangement-garage-et-cave/buanderie/table-a-repasser/cat_id_0001115.cat
salle-de-bains-et-wc,accessoires-de-salle-de-bains,tapis-de-bain-et-caillebotis,,cat_id_2042.cat,https://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/tapis-de-bain-et-caillebotis/cat_id_2042.cat
plomberie,evacuation-des-eaux,evacuation-de-baignoire,,cat_id_2371.cat,https://www.castorama.fr/plomberie/evacuation-des-eaux/evacuation-de-baignoire/cat_id_2371.cat
salle-de-bains-et-wc,baignoire,colonne-de-douche-pour-baignoire,,cat_id_0001929.cat,https://www.castorama.fr/salle-de-bains-et-wc/baignoire/colonne-de-douche-pour-baignoire/cat_id_0001929.cat
plomberie,evacuation-des-eaux,pipe-evacuation-wc,,cat_id_2368.cat,https://www.castorama.fr/plomberie/evacuation-des-eaux/pipe-evacuation-wc/cat_id_2368.cat
plomberie,evacuation-des-eaux,evacuation-de-douche,,cat_id_2373.cat,https://www.castorama.fr/plomberie/evacuation-des-eaux/evacuation-de-douche/cat_id_2373.cat
salle-de-bains-et-wc,douche,rideau-de-douche,,cat_id_3353.cat,https://www.castorama.fr/salle-de-bains-et-wc/douche/rideau-de-douche/cat_id_3353.cat
salle-de-bains-et-wc,douche,douche-sur-mesure,,cat_id_5057.cat,https://www.castorama.fr/salle-de-bains-et-wc/douche/douche-sur-mesure/cat_id_5057.cat
salle-de-bains-et-wc,colonne-et-pommeau-de-douche,colonne-de-douche-hydromassante,,cat_id_3460.cat,https://www.castorama.fr/salle-de-bains-et-wc/colonne-et-pommeau-de-douche/colonne-de-douche-hydromassante/cat_id_3460.cat
salle-de-bains-et-wc,accessoires-de-salle-de-bains,poubelle-de-salle-de-bains,,cat_id_3342.cat,https://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/poubelle-de-salle-de-bains/cat_id_3342.cat
salle-de-bains-et-wc,accessoires-de-salle-de-bains,panier-a-linge,,cat_id_3337.cat,https://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/panier-a-linge/cat_id_3337.cat
salle-de-bains-et-wc,accessoires-de-salle-de-bains,distributeur-porte-savon-et-gobelet,,cat_id_3324.cat,https://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/distributeur-porte-savon-et-gobelet/cat_id_3324.cat
salle-de-bains-et-wc,accessoires-de-salle-de-bains,porte-savon,,cat_id_0001402.cat,https://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/porte-savon/cat_id_0001402.cat
salle-de-bains-et-wc,accessoires-de-salle-de-bains,serviette-de-bain,,cat_id_0001326.cat,https://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/serviette-de-bain/cat_id_0001326.cat
salle-de-bains-et-wc,accessoires-de-salle-de-bains,tablette-et-etagere-de-salle-de-bains,etagere-de-salle-de-bains,cat_id_0001671.cat,https://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/tablette-et-etagere-de-salle-de-bains/etagere-de-salle-de-bains/cat_id_0001671.cat
jardin-et-terrasse,abri-de-jardin-garage-carport-et-rangement,etendoir-a-linge,,cat_id_1385.cat,https://www.castorama.fr/jardin-et-terrasse/abri-de-jardin-garage-carport-et-rangement/etendoir-a-linge/cat_id_1385.cat
rangement-dressing,rangement-garage-et-cave,tablette-et-support,taquet,cat_id_5078.cat,https://www.castorama.fr/rangement-dressing/rangement-garage-et-cave/tablette-et-support/taquet/cat_id_5078.cat
rangement-dressing,rangement-interieur,equerre,,cat_id_664.cat,https://www.castorama.fr/rangement-dressing/rangement-interieur/equerre/cat_id_664.cat
salle-de-bains-et-wc,accessoires-de-salle-de-bains,tablette-et-etagere-de-salle-de-bains,,cat_id_1367.cat,https://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/tablette-et-etagere-de-salle-de-bains/cat_id_1367.cat
salle-de-bains-et-wc,accessoires-de-salle-de-bains,porte-serviettes-et-patere,,cat_id_1502.cat,https://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/porte-serviettes-et-patere/cat_id_1502.cat
salle-de-bains-et-wc,wc-et-lave-mains,fixation-wc,,cat_id_4232.cat,https://www.castorama.fr/salle-de-bains-et-wc/wc-et-lave-mains/fixation-wc/cat_id_4232.cat
salle-de-bains-et-wc,wc-et-lave-mains,lave-mains,,cat_id_1700.cat,https://www.castorama.fr/salle-de-bains-et-wc/wc-et-lave-mains/lave-mains/cat_id_1700.cat
salle-de-bains-et-wc,wc-et-lave-mains,abattant-et-accessoire-de-wc,armoire-et-etagere-wc,cat_id_3360.cat,https://www.castorama.fr/salle-de-bains-et-wc/wc-et-lave-mains/abattant-et-accessoire-de-wc/armoire-et-etagere-wc/cat_id_3360.cat
salle-de-bains-et-wc,wc-et-lave-mains,abattant-et-accessoire-de-wc,abattant-wc,cat_id_3359.cat,https://www.castorama.fr/salle-de-bains-et-wc/wc-et-lave-mains/abattant-et-accessoire-de-wc/abattant-wc/cat_id_3359.cat
salle-de-bains-et-wc,wc-et-lave-mains,broyeur-et-wc-chimique,,cat_id_3935.cat,https://www.castorama.fr/salle-de-bains-et-wc/wc-et-lave-mains/broyeur-et-wc-chimique/cat_id_3935.cat
salle-de-bains-et-wc,robinet-de-salle-de-bains,accessoire-robinet-salle-de-bains,douchette-wc,cat_id_0001717.cat,https://www.castorama.fr/salle-de-bains-et-wc/robinet-de-salle-de-bains/accessoire-robinet-salle-de-bains/douchette-wc/cat_id_0001717.cat
salle-de-bains-et-wc,wc-et-lave-mains,abattant-et-accessoire-de-wc,serviteur-wc,cat_id_3364.cat,https://www.castorama.fr/salle-de-bains-et-wc/wc-et-lave-mains/abattant-et-accessoire-de-wc/serviteur-wc/cat_id_3364.cat
salle-de-bains-et-wc,wc-et-lave-mains,abattant-et-accessoire-de-wc,brosse-wc,cat_id_5206.cat,https://www.castorama.fr/salle-de-bains-et-wc/wc-et-lave-mains/abattant-et-accessoire-de-wc/brosse-wc/cat_id_5206.cat
salle-de-bains-et-wc,wc-et-lave-mains,abattant-et-accessoire-de-wc,porte-papier-toilette,cat_id_3361.cat,https://www.castorama.fr/salle-de-bains-et-wc/wc-et-lave-mains/abattant-et-accessoire-de-wc/porte-papier-toilette/cat_id_3361.cat
salle-de-bains-et-wc,wc-et-lave-mains,wc-japonais,,cat_id_0002042.cat,https://www.castorama.fr/salle-de-bains-et-wc/wc-et-lave-mains/wc-japonais/cat_id_0002042.cat
salle-de-bains-et-wc,wc-et-lave-mains,wc-a-poser,,cat_id_1710.cat,https://www.castorama.fr/salle-de-bains-et-wc/wc-et-lave-mains/wc-a-poser/cat_id_1710.cat
salle-de-bains-et-wc,baignoire,pied-de-baignoire,,cat_id_0001969.cat,https://www.castorama.fr/salle-de-bains-et-wc/baignoire/pied-de-baignoire/cat_id_0001969.cat
salle-de-bains-et-wc,baignoire,tablier-et-pied-de-baignoire,,cat_id_4358.cat,https://www.castorama.fr/salle-de-bains-et-wc/baignoire/tablier-et-pied-de-baignoire/cat_id_4358.cat
salle-de-bains-et-wc,baignoire,baignoire-asymetrique,,cat_id_0001607.cat,https://www.castorama.fr/salle-de-bains-et-wc/baignoire/baignoire-asymetrique/cat_id_0001607.cat
salle-de-bains-et-wc,baignoire,baignoire-balneo,,cat_id_3913.cat,https://www.castorama.fr/salle-de-bains-et-wc/baignoire/baignoire-balneo/cat_id_3913.cat
salle-de-bains-et-wc,baignoire,baignoire-ilot,,cat_id_4018.cat,https://www.castorama.fr/salle-de-bains-et-wc/baignoire/baignoire-ilot/cat_id_4018.cat
salle-de-bains-et-wc,baignoire,baignoire-d-angle,,cat_id_2418.cat,https://www.castorama.fr/salle-de-bains-et-wc/baignoire/baignoire-d-angle/cat_id_2418.cat
salle-de-bains-et-wc,colonne-et-pommeau-de-douche,pommeau-de-douche-flexible-et-barre-de-douche,barre-de-douche,cat_id_0001936.cat,https://www.castorama.fr/salle-de-bains-et-wc/colonne-et-pommeau-de-douche/pommeau-de-douche-flexible-et-barre-de-douche/barre-de-douche/cat_id_0001936.cat
salle-de-bains-et-wc,colonne-et-pommeau-de-douche,pommeau-de-douche-flexible-et-barre-de-douche,pommeau-de-douche,cat_id_0001933.cat,https://www.castorama.fr/salle-de-bains-et-wc/colonne-et-pommeau-de-douche/pommeau-de-douche-flexible-et-barre-de-douche/pommeau-de-douche/cat_id_0001933.cat
salle-de-bains-et-wc,colonne-et-pommeau-de-douche,pommeau-de-douche-flexible-et-barre-de-douche,flexible-de-douche,cat_id_0001934.cat,https://www.castorama.fr/salle-de-bains-et-wc/colonne-et-pommeau-de-douche/pommeau-de-douche-flexible-et-barre-de-douche/flexible-de-douche/cat_id_0001934.cat
salle-de-bains-et-wc,colonne-et-pommeau-de-douche,pommeau-de-douche-flexible-et-barre-de-douche,pomme-de-douche,cat_id_0001941.cat,https://www.castorama.fr/salle-de-bains-et-wc/colonne-et-pommeau-de-douche/pommeau-de-douche-flexible-et-barre-de-douche/pomme-de-douche/cat_id_0001941.cat
salle-de-bains-et-wc,colonne-et-pommeau-de-douche,pommeau-de-douche-flexible-et-barre-de-douche,ensemble-douchette-flexible-et-support,cat_id_0001940.cat,https://www.castorama.fr/salle-de-bains-et-wc/colonne-et-pommeau-de-douche/pommeau-de-douche-flexible-et-barre-de-douche/ensemble-douchette-flexible-et-support/cat_id_0001940.cat
salle-de-bains-et-wc,baignoire,baignoire-droite,,cat_id_766.cat,https://www.castorama.fr/salle-de-bains-et-wc/baignoire/baignoire-droite/cat_id_766.cat
salle-de-bains-et-wc,robinet-de-salle-de-bains,robinet-de-bidet,,cat_id_0001716.cat,https://www.castorama.fr/salle-de-bains-et-wc/robinet-de-salle-de-bains/robinet-de-bidet/cat_id_0001716.cat
salle-de-bains-et-wc,robinet-de-salle-de-bains,robinet-lave-mains,,cat_id_5022.cat,https://www.castorama.fr/salle-de-bains-et-wc/robinet-de-salle-de-bains/robinet-lave-mains/cat_id_5022.cat
salle-de-bains-et-wc,robinet-de-salle-de-bains,robinet-lavabo-et-vasque,,cat_id_3947.cat,https://www.castorama.fr/salle-de-bains-et-wc/robinet-de-salle-de-bains/robinet-lavabo-et-vasque/cat_id_3947.cat
salle-de-bains-et-wc,accessibilite-et-securite-de-la-salle-de-bains,siege-de-douche,,cat_id_0001529.cat,https://www.castorama.fr/salle-de-bains-et-wc/accessibilite-et-securite-de-la-salle-de-bains/siege-de-douche/cat_id_0001529.cat
salle-de-bains-et-wc,accessibilite-et-securite-de-la-salle-de-bains,barre-dappui,,cat_id_0001528.cat,https://www.castorama.fr/salle-de-bains-et-wc/accessibilite-et-securite-de-la-salle-de-bains/barre-dappui/cat_id_0001528.cat
cuisine,electromenager,lave-linge-et-seche-linge,,cat_id_5493.cat,https://www.castorama.fr/cuisine/electromenager/lave-linge-et-seche-linge/cat_id_5493.cat
salle-de-bains-et-wc,accessibilite-et-securite-de-la-salle-de-bains,ensemble-de-douche-pmr,,cat_id_0001530.cat,https://www.castorama.fr/salle-de-bains-et-wc/accessibilite-et-securite-de-la-salle-de-bains/ensemble-de-douche-pmr/cat_id_0001530.cat
luminaire-et-eclairage,luminaire-et-eclairage-interieur,luminaire-de-salle-de-bains,spot-de-salle-de-bain,cat_id_0002097.cat,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-interieur/luminaire-de-salle-de-bains/spot-de-salle-de-bain/cat_id_0002097.cat
luminaire-et-eclairage,luminaire-et-eclairage-interieur,luminaire-de-salle-de-bains,applique-de-salle-de-bain,cat_id_0002094.cat,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-interieur/luminaire-de-salle-de-bains/applique-de-salle-de-bain/cat_id_0002094.cat
chauffage-climatisation-et-ventilation,vmc-et-aerateur,bouche-d-extraction-collectif,,cat_id_1077.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/vmc-et-aerateur/bouche-d-extraction-collectif/cat_id_1077.cat
chauffage-climatisation-et-ventilation,vmc-et-aerateur,aerateur-et-extracteur-d-air,,cat_id_426.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/vmc-et-aerateur/aerateur-et-extracteur-d-air/cat_id_426.cat
materiaux-et-gros-oeuvre,cloison,protection-plexiglas,,cat_id_5494.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/cloison/protection-plexiglas/cat_id_5494.cat
outillage,vetement-chaussures-et-protection,masque,,cat_id_1937.cat,https://www.castorama.fr/outillage/vetement-chaussures-et-protection/masque/cat_id_1937.cat
outillage,escabeau-marche-pied-echelle-et-echafaudage,marche-pied,,cat_id_1612.cat,https://www.castorama.fr/outillage/escabeau-marche-pied-echelle-et-echafaudage/marche-pied/cat_id_1612.cat
jardin-et-terrasse,tondeuse-et-outil-motorise,huile-piece-de-rechange-et-accessoire-pour-outil-motorise,accessoire-pour-nettoyeur-haute-pression,cat_id_5446.cat,https://www.castorama.fr/jardin-et-terrasse/tondeuse-et-outil-motorise/huile-piece-de-rechange-et-accessoire-pour-outil-motorise/accessoire-pour-nettoyeur-haute-pression/cat_id_5446.cat
outillage,manutention-et-transport,transpalette,,cat_id_0001946.cat,https://www.castorama.fr/outillage/manutention-et-transport/transpalette/cat_id_0001946.cat
outillage,soudure,soudure-a-froid,,cat_id_1070.cat,https://www.castorama.fr/outillage/soudure/soudure-a-froid/cat_id_1070.cat
outillage,machine-stationnaire-d-atelier,raboteuse-degauchisseuse,,cat_id_772.cat,https://www.castorama.fr/outillage/machine-stationnaire-d-atelier/raboteuse-degauchisseuse/cat_id_772.cat
cuisine,cuisine-complete-kitchenette-et-meuble-sous-evier,cuisine-1er-prix-et-meuble-sous-evier,,cat_id_852.cat,https://www.castorama.fr/cuisine/cuisine-complete-kitchenette-et-meuble-sous-evier/cuisine-1er-prix-et-meuble-sous-evier/cat_id_852.cat
materiaux-et-gros-oeuvre,materiaux,evacuation-des-eaux-et-assainissement,gaine-et-drain,cat_id_601.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiaux/evacuation-des-eaux-et-assainissement/gaine-et-drain/cat_id_601.cat
materiaux-et-gros-oeuvre,materiaux,produit-d-etancheite,mousse-expansive,cat_id_598.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiaux/produit-d-etancheite/mousse-expansive/cat_id_598.cat
materiaux-et-gros-oeuvre,materiau-poudre-et-agregat,enduit-de-facade,,cat_id_707.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiau-poudre-et-agregat/enduit-de-facade/cat_id_707.cat
materiaux-et-gros-oeuvre,materiaux,revetement-de-la-facade,plaquette-de-parement-exterieur,cat_id_806.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiaux/revetement-de-la-facade/plaquette-de-parement-exterieur/cat_id_806.cat
materiaux-et-gros-oeuvre,materiaux,produit-d-etancheite,anti-mousse,cat_id_2588.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiaux/produit-d-etancheite/anti-mousse/cat_id_2588.cat
materiaux-et-gros-oeuvre,materiaux,revetement-de-la-facade,bardage-et-clin,cat_id_795.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiaux/revetement-de-la-facade/bardage-et-clin/cat_id_795.cat
materiaux-et-gros-oeuvre,toiture-charpente-et-couverture,membrane-detancheite-epdm,,cat_id_0001217.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/toiture-charpente-et-couverture/membrane-detancheite-epdm/cat_id_0001217.cat
materiaux-et-gros-oeuvre,materiaux,revetement-de-la-facade,etancheite-de-la-facade,cat_id_4068.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiaux/revetement-de-la-facade/etancheite-de-la-facade/cat_id_4068.cat
materiaux-et-gros-oeuvre,materiaux,produit-d-etancheite,etancheite-du-mur-interieur,cat_id_4071.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiaux/produit-d-etancheite/etancheite-du-mur-interieur/cat_id_4071.cat
materiaux-et-gros-oeuvre,materiaux,produit-d-etancheite,etancheite-des-fondations,cat_id_4070.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiaux/produit-d-etancheite/etancheite-des-fondations/cat_id_4070.cat
decoration-interieure,papier-peint-et-fibre-de-verre,outils-du-tapissier,,ciseaux-de-tapissier.cat,https://www.castorama.fr/decoration-interieure/papier-peint-et-fibre-de-verre/outils-du-tapissier/ciseaux-de-tapissier.cat
peinture,peinture-exterieure,peinture-exterieure-facade-et-crepi,crepi-pour-facade-exterieure,cat_id_3837.cat,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-facade-et-crepi/crepi-pour-facade-exterieure/cat_id_3837.cat
peinture,peinture-exterieure,peinture-exterieure-facade-et-crepi,peinture-exterieure-appui-de-fenetre-et-soubassement,cat_id_3447.cat,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-facade-et-crepi/peinture-exterieure-appui-de-fenetre-et-soubassement/cat_id_3447.cat
peinture,peinture-exterieure,peinture-exterieure-facade-et-crepi,preparation-de-la-facade,cat_id_3693.cat,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-facade-et-crepi/preparation-de-la-facade/cat_id_3693.cat
peinture,peinture-exterieure,peinture-exterieure-facade-et-crepi,peinture-facade-exterieure-tous-types-de-murs,cat_id_3718.cat,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-facade-et-crepi/peinture-facade-exterieure-tous-types-de-murs/cat_id_3718.cat
decoration-interieure,papier-peint-et-fibre-de-verre,outils-du-tapissier,,brosse-a-encoller.cat,https://www.castorama.fr/decoration-interieure/papier-peint-et-fibre-de-verre/outils-du-tapissier/brosse-a-encoller.cat
materiaux-et-gros-oeuvre,materiaux,produit-d-etancheite,etancheite-du-sol,cat_id_4072.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiaux/produit-d-etancheite/etancheite-du-sol/cat_id_4072.cat
materiaux-et-gros-oeuvre,materiaux,produit-d-etancheite,etancheite-de-la-toiture,cat_id_4069.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiaux/produit-d-etancheite/etancheite-de-la-toiture/cat_id_4069.cat
materiaux-et-gros-oeuvre,materiaux,barriere-anti-inondation,,cat_id_4162.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiaux/barriere-anti-inondation/cat_id_4162.cat
materiaux-et-gros-oeuvre,materiaux,evacuation-des-eaux-et-assainissement,fosse-septique-et-accessoire,cat_id_600.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiaux/evacuation-des-eaux-et-assainissement/fosse-septique-et-accessoire/cat_id_600.cat
materiaux-et-gros-oeuvre,materiaux,caniveau-regard-grille-d-evacuation-et-siphon,,cat_id_625.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiaux/caniveau-regard-grille-d-evacuation-et-siphon/cat_id_625.cat
materiaux-et-gros-oeuvre,materiaux,gouttiere-et-accessoire,,cat_id_610.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiaux/gouttiere-et-accessoire/cat_id_610.cat
jardin-et-terrasse,arrosage-pompe-et-recuperateur-d-eau,programmateur-d-arrosage-et-minuterie,,cat_id_80.cat,https://www.castorama.fr/jardin-et-terrasse/arrosage-pompe-et-recuperateur-d-eau/programmateur-d-arrosage-et-minuterie/cat_id_80.cat
materiaux-et-gros-oeuvre,materiaux,cuve-a-eau-enterree,,cat_id_2774.cat,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiaux/cuve-a-eau-enterree/cat_id_2774.cat
outillage,outillage-electroportatif,outillage-electroportatif-18v-sur-batterie-universelle,,cat_id_1796.cat,https://www.castorama.fr/outillage/outillage-electroportatif/outillage-electroportatif-18v-sur-batterie-universelle/cat_id_1796.cat
outillage,outillage-electroportatif,scie-et-meuleuse-electrique,meuleuse,cat_id_3765.cat,https://www.castorama.fr/outillage/outillage-electroportatif/scie-et-meuleuse-electrique/meuleuse/cat_id_3765.cat
outillage,outillage-electroportatif,rabot-electrique-defonceuse-et-machine-a-bois,rabot-electrique,cat_id_3812.cat,https://www.castorama.fr/outillage/outillage-electroportatif/rabot-electrique-defonceuse-et-machine-a-bois/rabot-electrique/cat_id_3812.cat
outillage,outillage-electroportatif,outil-multifonction-et-outil-de-precision,aerographe-et-accessoire,cat_id_3769.cat,https://www.castorama.fr/outillage/outillage-electroportatif/outil-multifonction-et-outil-de-precision/aerographe-et-accessoire/cat_id_3769.cat
outillage,outillage-electroportatif,outil-multifonction-et-outil-de-precision,outil-de-precision,cat_id_4028.cat,https://www.castorama.fr/outillage/outillage-electroportatif/outil-multifonction-et-outil-de-precision/outil-de-precision/cat_id_4028.cat
outillage,outillage-electroportatif,scie-et-meuleuse-electrique,scie-sabre-scie-egoine-electrique,cat_id_3816.cat,https://www.castorama.fr/outillage/outillage-electroportatif/scie-et-meuleuse-electrique/scie-sabre-scie-egoine-electrique/cat_id_3816.cat
outillage,outillage-electroportatif,scie-et-meuleuse-electrique,scie-sauteuse,cat_id_1512.cat,https://www.castorama.fr/outillage/outillage-electroportatif/scie-et-meuleuse-electrique/scie-sauteuse/cat_id_1512.cat
outillage,outillage-electroportatif,scie-et-meuleuse-electrique,scie-circulaire,cat_id_677.cat,https://www.castorama.fr/outillage/outillage-electroportatif/scie-et-meuleuse-electrique/scie-circulaire/cat_id_677.cat
outillage,outillage-electroportatif,perceuse-a-percussion-perforateur-et-marteau-piqueur-filaire,,cat_id_3795.cat,https://www.castorama.fr/outillage/outillage-electroportatif/perceuse-a-percussion-perforateur-et-marteau-piqueur-filaire/cat_id_3795.cat
outillage,outillage-electroportatif,ponceuse-et-decapeur-thermique,decapeur-thermique,cat_id_3759.cat,https://www.castorama.fr/outillage/outillage-electroportatif/ponceuse-et-decapeur-thermique/decapeur-thermique/cat_id_3759.cat
outillage,outillage-a-main,rivet-et-pince-a-rivet,pince-a-rivet,cat_id_0001949.cat,https://www.castorama.fr/outillage/outillage-a-main/rivet-et-pince-a-rivet/pince-a-rivet/cat_id_0001949.cat
outillage,outillage-a-main,rivet-et-pince-a-rivet,rivet,cat_id_0001950.cat,https://www.castorama.fr/outillage/outillage-a-main/rivet-et-pince-a-rivet/rivet/cat_id_0001950.cat
outillage,outillage-electroportatif,accessoire-et-consommable,abrasif-pour-ponceuse,cat_id_3494.cat,https://www.castorama.fr/outillage/outillage-electroportatif/accessoire-et-consommable/abrasif-pour-ponceuse/cat_id_3494.cat
outillage,outillage-electroportatif,accessoire-et-consommable,accessoire-pour-ponceuse,cat_id_2644.cat,https://www.castorama.fr/outillage/outillage-electroportatif/accessoire-et-consommable/accessoire-pour-ponceuse/cat_id_2644.cat
outillage,outillage-electroportatif,accessoire-et-consommable,lame-et-accessoire-de-scie,cat_id_1524.cat,https://www.castorama.fr/outillage/outillage-electroportatif/accessoire-et-consommable/lame-et-accessoire-de-scie/lame-de-scie-sauteuse/cat_id_1524.cat
outillage,outillage-electroportatif,accessoire-et-consommable,lame-et-accessoire-de-scie,cat_id_1438.cat,https://www.castorama.fr/outillage/outillage-electroportatif/accessoire-et-consommable/lame-et-accessoire-de-scie/lame-de-scie-circulaire/cat_id_1438.cat
outillage,outillage-electroportatif,accessoire-et-consommable,lame-et-accessoire-de-scie,cat_id_315.cat,https://www.castorama.fr/outillage/outillage-electroportatif/accessoire-et-consommable/lame-et-accessoire-de-scie/lame-de-scie-a-onglet/cat_id_315.cat
outillage,outillage-electroportatif,accessoire-et-consommable,lame-et-accessoire-de-scie,cat_id_5990.cat,https://www.castorama.fr/outillage/outillage-electroportatif/accessoire-et-consommable/lame-et-accessoire-de-scie/lame-de-scie-a-ruban/cat_id_5990.cat
outillage,outillage-electroportatif,accessoire-et-consommable,lame-et-accessoire-de-scie,cat_id_5991.cat,https://www.castorama.fr/outillage/outillage-electroportatif/accessoire-et-consommable/lame-et-accessoire-de-scie/lame-de-scie-a-chantourner/cat_id_5991.cat
