category,subcategory,subsubcategory,subsubsubcategory,unique_id,url
droguerie-entretien-de-la-maison,produits-d-entretien-specifique,entretien-exterieur,,cat_id_3925.cat,https://www.castorama.fr/droguerie-entretien-de-la-maison/produits-d-entretien-specifique/entretien-exterieur/cat_id_3925.cat
droguerie-entretien-de-la-maison,produits-d-entretien-specifique,entretien-du-cuir,,cat_id_206.cat,https://www.castorama.fr/droguerie-entretien-de-la-maison/produits-d-entretien-specifique/entretien-du-cuir/cat_id_206.cat
droguerie-entretien-de-la-maison,produits-d-entretien-specifique,entretien-des-vitres,,cat_id_4133.cat,https://www.castorama.fr/droguerie-entretien-de-la-maison/produits-d-entretien-specifique/entretien-des-vitres/cat_id_4133.cat
droguerie-entretien-de-la-maison,produits-d-entretien-specifique,entretien-de-la-cheminee,,cat_id_3131.cat,https://www.castorama.fr/droguerie-entretien-de-la-maison/produits-d-entretien-specifique/entretien-de-la-cheminee/cat_id_3131.cat
droguerie-entretien-de-la-maison,produits-d-entretien-specifique,entretien-des-metaux,,cat_id_3961.cat,https://www.castorama.fr/droguerie-entretien-de-la-maison/produits-d-entretien-specifique/entretien-des-metaux/cat_id_3961.cat
droguerie-entretien-de-la-maison,produits-d-entretien-specifique,entretien-du-meuble,,cat_id_1883.cat,https://www.castorama.fr/droguerie-entretien-de-la-maison/produits-d-entretien-specifique/entretien-du-meuble/cat_id_1883.cat
outillage,compresseur-et-accessoire,accessoire-compresseur,,cat_id_0001475.cat,https://www.castorama.fr/outillage/compresseur-et-accessoire/accessoire-compresseur/cat_id_0001475.cat
outillage,compresseur-et-accessoire,compresseur,,cat_id_0001474.cat,https://www.castorama.fr/outillage/compresseur-et-accessoire/compresseur/cat_id_0001474.cat
carrelage-sol,sol-vinyle-pvc-moquette,entretien-sol-pvc-vinyle-et-moquette,,cat_id_3219.cat,https://www.castorama.fr/carrelage-sol/sol-vinyle-pvc-moquette/entretien-sol-pvc-vinyle-et-moquette/cat_id_3219.cat
carrelage-sol,carrelage-sol-et-mural,nettoyage-et-entretien-du-carrelage,,cat_id_3209.cat,https://www.castorama.fr/carrelage-sol/carrelage-sol-et-mural/nettoyage-et-entretien-du-carrelage/cat_id_3209.cat
outillage,materiel-de-chantier,outils-du-macon,crepir,cat_id_1676.cat,https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/crepir/cat_id_1676.cat
outillage,materiel-de-chantier,outils-du-macon,poche-a-joint-et-fer-a-joint,cat_id_1701.cat,https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/poche-a-joint-et-fer-a-joint/cat_id_1701.cat
droguerie-entretien-de-la-maison,entretien-du-sol,nettoyant-sol-multi-surfaces,,cat_id_0002144.cat,https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-du-sol/nettoyant-sol-multi-surfaces/cat_id_0002144.cat
outillage,materiel-de-chantier,outils-du-macon,chevillette,cat_id_1672.cat,https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/chevillette/cat_id_1672.cat
outillage,materiel-de-chantier,outils-du-macon,tamis,cat_id_1703.cat,https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/tamis/cat_id_1703.cat
outillage,materiel-de-chantier,outils-du-macon,broche-macon,cat_id_1669.cat,https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/broche-macon/cat_id_1669.cat
outillage,materiel-de-chantier,outils-du-macon,grattoir-et-rateau-de-macon,cat_id_751.cat,https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/grattoir-et-rateau-de-macon/cat_id_751.cat
droguerie-entretien-de-la-maison,accessoire-de-menage,sac-poubelle,,cat_id_4143.cat,https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/sac-poubelle/cat_id_4143.cat
droguerie-entretien-de-la-maison,accessoire-de-menage,seau-bassine-recipient-de-menage,,cat_id_4132.cat,https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/seau-bassine-recipient-de-menage/cat_id_4132.cat
droguerie-entretien-de-la-maison,accessoire-de-menage,eponge-serpillere-et-accessoire-de-lavage,,cat_id_2666.cat,https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/eponge-serpillere-et-accessoire-de-lavage/cat_id_2666.cat
droguerie-entretien-de-la-maison,accessoire-de-menage,balai-brosse,,cat_id_2849.cat,https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/balai-brosse/cat_id_2849.cat
outillage,outillage-a-main,outil-de-decoffrage,,cat_id_767.cat,https://www.castorama.fr/outillage/outillage-a-main/outil-de-decoffrage/cat_id_767.cat
outillage,materiel-de-chantier,outils-du-macon,auge-et-seau,cat_id_1667.cat,https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/auge-et-seau/cat_id_1667.cat
jardin-et-terrasse,outil-entretien-et-materiel-du-jardin,outil-combinable,,cat_id_1398.cat,https://www.castorama.fr/jardin-et-terrasse/outil-entretien-et-materiel-du-jardin/outil-combinable/cat_id_1398.cat
droguerie-entretien-de-la-maison,entretien-cuisine-et-salle-de-bains,deboucheur,,cat_id_550.cat,https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-cuisine-et-salle-de-bains/deboucheur/cat_id_550.cat
droguerie-entretien-de-la-maison,entretien-cuisine-et-salle-de-bains,entretien-du-wc,,cat_id_2787.cat,https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-cuisine-et-salle-de-bains/entretien-du-wc/cat_id_2787.cat
decoration-interieure,decoration-textile,tapis-et-paillasson,tapis,cat_id_0001390.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/tapis-et-paillasson/tapis/tapis-chambre-enfant/cat_id_0001390.cat
decoration-interieure,decoration-textile,tapis-et-paillasson,tapis,cat_id_0001389.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/tapis-et-paillasson/tapis/tapis-cuisine/cat_id_0001389.cat
decoration-interieure,decoration-textile,tapis-et-paillasson,tapis,cat_id_0001388.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/tapis-et-paillasson/tapis/tapis-chambre/cat_id_0001388.cat
decoration-interieure,decoration-textile,tapis-et-paillasson,tapis,cat_id_0001387.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/tapis-et-paillasson/tapis/tapis-salon/cat_id_0001387.cat
decoration-interieure,decoration-textile,rideau-et-voilage,embrasse-a-rideaux,cat_id_1023.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/rideau-et-voilage/embrasse-a-rideaux/cat_id_1023.cat
decoration-interieure,decoration-textile,coussin-plaid-et-pouf,coussin-palette,cat_id_0001571.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/coussin-plaid-et-pouf/coussin-palette/cat_id_0001571.cat
decoration-interieure,decoration-textile,rideau-et-voilage,rideau-de-fil-et-portiere,cat_id_1034.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/rideau-et-voilage/rideau-de-fil-et-portiere/cat_id_1034.cat
decoration-interieure,decoration-textile,rideau-et-voilage,brise-bise,cat_id_1043.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/rideau-et-voilage/brise-bise/cat_id_1043.cat
chauffage-climatisation-et-ventilation,deshumidificateur-humidificateur-purificateur-d-air,humidificateur-d-air,,cat_id_422.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/deshumidificateur-humidificateur-purificateur-d-air/humidificateur-d-air/cat_id_422.cat
chauffage-climatisation-et-ventilation,deshumidificateur-humidificateur-purificateur-d-air,deshumidificateur-d-air,,cat_id_423.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/deshumidificateur-humidificateur-purificateur-d-air/deshumidificateur-d-air/cat_id_423.cat
chauffage-climatisation-et-ventilation,climatiseur-ventilateur,accessoire-climatiseur,,cat_id_413.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/climatiseur-ventilateur/accessoire-climatiseur/cat_id_413.cat
chauffage-climatisation-et-ventilation,chauffage-d-appoint,cheminee-electrique,,cat_id_371.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/cheminee-electrique/cat_id_371.cat
chauffage-climatisation-et-ventilation,chauffage-central,accessoire-pour-chaudiere-fioul,,cat_id_349.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/accessoire-pour-chaudiere-fioul/cat_id_349.cat
chauffage-climatisation-et-ventilation,seche-serviettes,seche-serviettes-electrique,,cat_id_3458.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/seche-serviettes/seche-serviettes-electrique/cat_id_3458.cat
maison-connectee-domotique-et-objet-connecte,chauffage-connecte,radiateur-connecte,,cat_id_5248.cat,https://www.castorama.fr/maison-connectee-domotique-et-objet-connecte/chauffage-connecte/radiateur-connecte/cat_id_5248.cat
chauffage-climatisation-et-ventilation,chauffage-central,accessoire-pour-chaudiere-gaz,,cat_id_345.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/accessoire-pour-chaudiere-gaz/cat_id_345.cat
chauffage-climatisation-et-ventilation,chauffage-central,raccordement-chaudiere,,cat_id_1076.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/raccordement-chaudiere/cat_id_1076.cat
chauffage-climatisation-et-ventilation,chauffage-central,saturateur-et-tablette,,cat_id_1800.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/saturateur-et-tablette/cat_id_1800.cat
chauffage-climatisation-et-ventilation,chauffage-central,robinet-thermostatique-et-manuel-pour-radiateur-eau-chaude,,cat_id_1783.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/robinet-thermostatique-et-manuel-pour-radiateur-eau-chaude/cat_id_1783.cat
chauffage-climatisation-et-ventilation,seche-serviettes,seche-serviettes-eau-chaude,,cat_id_985.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/seche-serviettes/seche-serviettes-eau-chaude/cat_id_985.cat
chauffage-climatisation-et-ventilation,chauffage-central,radiateur-chauffage-central,,cat_id_325.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/radiateur-chauffage-central/cat_id_325.cat
chauffage-climatisation-et-ventilation,chauffage-d-appoint,chauffage-d-atelier-et-chantier,,cat_id_114.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/chauffage-d-atelier-et-chantier/cat_id_114.cat
chauffage-climatisation-et-ventilation,chauffage-d-appoint,convecteur-et-panneau-rayonnant-mobile,,cat_id_1866.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/convecteur-et-panneau-rayonnant-mobile/cat_id_1866.cat
chauffage-climatisation-et-ventilation,chauffage-d-appoint,poele-a-gaz,,cat_id_1797.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/poele-a-gaz/cat_id_1797.cat
chauffage-climatisation-et-ventilation,chauffage-d-appoint,radiateur-bain-d-huile,,cat_id_3825.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/radiateur-bain-d-huile/cat_id_3825.cat
chauffage-climatisation-et-ventilation,chauffage-d-appoint,poele-a-petrole,,cat_id_1812.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/poele-a-petrole/cat_id_1812.cat
chauffage-climatisation-et-ventilation,chauffage-d-appoint,radiateur-electrique-mobile,,cat_id_5361.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/radiateur-electrique-mobile/cat_id_5361.cat
chauffage-climatisation-et-ventilation,chauffage-electrique,radiateur-electrique,boitier-commande-pour-radiateur-electrique,cat_id_0002004.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-electrique/radiateur-electrique/boitier-commande-pour-radiateur-electrique/cat_id_0002004.cat
chauffage-climatisation-et-ventilation,chauffage-electrique,radiateur-electrique,radiateur-electrique-panneau-rayonnant,cat_id_0002002.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-electrique/radiateur-electrique/radiateur-electrique-panneau-rayonnant/cat_id_0002002.cat
chauffage-climatisation-et-ventilation,chauffage-electrique,radiateur-electrique,radiateur-electrique-double-coeur-de-chauffe,cat_id_0002001.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-electrique/radiateur-electrique/radiateur-electrique-double-coeur-de-chauffe/cat_id_0002001.cat
chauffage-climatisation-et-ventilation,climatiseur-ventilateur,climatiseur-mobile,,cat_id_411.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/climatiseur-ventilateur/climatiseur-mobile/cat_id_411.cat
chauffage-climatisation-et-ventilation,chauffage-bois-et-bois-de-chauffage,ramonage-et-nettoyage,,cat_id_1805.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/ramonage-et-nettoyage/cat_id_1805.cat
chauffage-climatisation-et-ventilation,chauffage-bois-et-bois-de-chauffage,recuperation-de-chaleur,,cat_id_803.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/recuperation-de-chaleur/cat_id_803.cat
chauffage-climatisation-et-ventilation,chauffage-bois-et-bois-de-chauffage,allume-feu,,cat_id_0002116.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/allume-feu/cat_id_0002116.cat
chauffage-climatisation-et-ventilation,chauffage-bois-et-bois-de-chauffage,granules-de-bois,,cat_id_0002115.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/granules-de-bois/cat_id_0002115.cat
chauffage-climatisation-et-ventilation,deshumidificateur-humidificateur-purificateur-d-air,purificateur-d-air,,cat_id_3804.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/deshumidificateur-humidificateur-purificateur-d-air/purificateur-d-air/cat_id_3804.cat
chauffage-climatisation-et-ventilation,chauffage-electrique,radiateur-electrique,radiateur-electrique-a-inertie,cat_id_0002006.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-electrique/radiateur-electrique/radiateur-electrique-a-inertie/radiateur-electrique-inertie-fluide/cat_id_0002006.cat
chauffage-climatisation-et-ventilation,chauffage-electrique,radiateur-electrique,radiateur-electrique-a-inertie,cat_id_0002005.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-electrique/radiateur-electrique/radiateur-electrique-a-inertie/radiateur-electrique-inertie-seche/cat_id_0002005.cat
chauffage-climatisation-et-ventilation,chauffage-bois-et-bois-de-chauffage,serviteur-panier-vide-cendres-et-accessoire,autre-accessoire-pour-poele-et-cheminee,cat_id_0002106.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/serviteur-panier-vide-cendres-et-accessoire/autre-accessoire-pour-poele-et-cheminee/cat_id_0002106.cat
chauffage-climatisation-et-ventilation,chauffage-bois-et-bois-de-chauffage,raccordement-pour-poele-a-bois-foyer-insert-et-poele-a-granules,raccordement-poele-a-granules,cat_id_4243.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/raccordement-pour-poele-a-bois-foyer-insert-et-poele-a-granules/raccordement-poele-a-granules/cat_id_4243.cat
chauffage-climatisation-et-ventilation,chauffage-bois-et-bois-de-chauffage,raccordement-pour-poele-a-bois-foyer-insert-et-poele-a-granules,raccordement-poele-a-bois,cat_id_4241.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/raccordement-pour-poele-a-bois-foyer-insert-et-poele-a-granules/raccordement-poele-a-bois/cat_id_4241.cat
chauffage-climatisation-et-ventilation,chauffage-bois-et-bois-de-chauffage,raccordement-pour-poele-a-bois-foyer-insert-et-poele-a-granules,raccordement-foyer-et-insert,cat_id_4242.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/raccordement-pour-poele-a-bois-foyer-insert-et-poele-a-granules/raccordement-foyer-et-insert/cat_id_4242.cat
chauffage-climatisation-et-ventilation,chauffage-bois-et-bois-de-chauffage,foyer-insert-et-poele-a-encastrer,foyer-de-cheminee,cat_id_0002034.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/foyer-insert-et-poele-a-encastrer/foyer-de-cheminee/cat_id_0002034.cat
chauffage-climatisation-et-ventilation,chauffage-bois-et-bois-de-chauffage,foyer-insert-et-poele-a-encastrer,insert-de-cheminee,cat_id_0002035.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/foyer-insert-et-poele-a-encastrer/insert-de-cheminee/cat_id_0002035.cat
chauffage-climatisation-et-ventilation,chauffage-bois-et-bois-de-chauffage,bois-de-chauffage,stere-de-bois,cat_id_0003504.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/bois-de-chauffage/stere-de-bois/cat_id_0003504.cat
chauffage-climatisation-et-ventilation,chauffage-bois-et-bois-de-chauffage,serviteur-panier-vide-cendres-et-accessoire,plaque-de-protection-pour-poele,cat_id_0002105.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/serviteur-panier-vide-cendres-et-accessoire/plaque-de-protection-pour-poele/cat_id_0002105.cat
chauffage-climatisation-et-ventilation,chauffage-bois-et-bois-de-chauffage,serviteur-panier-vide-cendres-et-accessoire,pare-feu-pour-poele-et-cheminee,cat_id_0002104.cat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/serviteur-panier-vide-cendres-et-accessoire/pare-feu-pour-poele-et-cheminee/cat_id_0002104.cat
decoration-interieure,decoration-textile,rideau-et-voilage,voilage,cat_id_1039.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/rideau-et-voilage/voilage/cat_id_1039.cat
decoration-interieure,decoration-textile,coussin-plaid-et-pouf,galette-de-chaise,cat_id_980.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/coussin-plaid-et-pouf/galette-de-chaise/cat_id_980.cat
decoration-interieure,decoration-textile,coussin-plaid-et-pouf,pouf-et-poire,cat_id_979.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/coussin-plaid-et-pouf/pouf-et-poire/cat_id_979.cat
decoration-interieure,decoration-textile,coussin-plaid-et-pouf,plaid,cat_id_458.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/coussin-plaid-et-pouf/plaid/cat_id_458.cat
decoration-interieure,decoration-textile,coussin-plaid-et-pouf,coussin,cat_id_978.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/coussin-plaid-et-pouf/coussin/cat_id_978.cat
decoration-interieure,decoration-textile,tringle-a-rideaux,rail-a-rideaux,cat_id_942.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/tringle-a-rideaux/rail-a-rideaux/cat_id_942.cat
decoration-interieure,decoration-textile,tringle-a-rideaux,barre-de-rideau-pour-vitrage,cat_id_938.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/tringle-a-rideaux/barre-de-rideau-pour-vitrage/cat_id_938.cat
decoration-interieure,decoration-textile,tringle-a-rideaux,kit-de-barre-de-rideau,cat_id_914.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/tringle-a-rideaux/kit-de-barre-de-rideau/cat_id_914.cat
decoration-interieure,decoration-textile,tringle-a-rideaux,barre-de-rideau-a-composer,cat_id_4102.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/tringle-a-rideaux/barre-de-rideau-a-composer/embout-pour-barre-de-rideau/cat_id_4102.cat
decoration-interieure,decoration-textile,tringle-a-rideaux,barre-de-rideau-a-composer,cat_id_4101.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/tringle-a-rideaux/barre-de-rideau-a-composer/support-de-fixation-pour-barre-de-rideau/cat_id_4101.cat
decoration-interieure,decoration-textile,tringle-a-rideaux,barre-de-rideau-a-composer,cat_id_4103.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/tringle-a-rideaux/barre-de-rideau-a-composer/barre-de-rideau/cat_id_4103.cat
decoration-interieure,decoration-textile,tringle-a-rideaux,barre-de-rideau-a-composer,cat_id_4100.cat,https://www.castorama.fr/decoration-interieure/decoration-textile/tringle-a-rideaux/barre-de-rideau-a-composer/accessoire-de-barre-de-rideau-a-composer/cat_id_4100.cat
rangement-dressing,dressing-amenagement-de-placard,kit-dressing,,cat_id_3009.cat,https://www.castorama.fr/rangement-dressing/dressing-amenagement-de-placard/kit-dressing/cat_id_3009.cat
rangement-dressing,rangement-garage-et-cave,casier-et-range-bouteilles,,cat_id_3051.cat,https://www.castorama.fr/rangement-dressing/rangement-garage-et-cave/casier-et-range-bouteilles/cat_id_3051.cat
luminaire-et-eclairage,luminaire-et-eclairage-interieur,luminaire-de-dressing,,cat_id_4055.cat,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-interieur/luminaire-de-dressing/cat_id_4055.cat
rangement-dressing,dressing-amenagement-de-placard,tringlerie-et-cintre,,cat_id_3015.cat,https://www.castorama.fr/rangement-dressing/dressing-amenagement-de-placard/tringlerie-et-cintre/cat_id_3015.cat
rangement-dressing,meuble-de-rangement,meuble-chaussures,,cat_id_0002119.cat,https://www.castorama.fr/rangement-dressing/meuble-de-rangement/meuble-chaussures/cat_id_0002119.cat
rangement-dressing,dressing-amenagement-de-placard,porte-de-placard,accessoires-porte-de-placard,cat_id_5075.cat,https://www.castorama.fr/rangement-dressing/dressing-amenagement-de-placard/porte-de-placard/accessoires-porte-de-placard/cat_id_5075.cat
quincaillerie,quincaillerie-du-batiment,corde-sangle-sandow-chaine-et-cable,corde-et-accessoire,cat_id_2948.cat,https://www.castorama.fr/quincaillerie/quincaillerie-du-batiment/corde-sangle-sandow-chaine-et-cable/corde-et-accessoire/cat_id_2948.cat
quincaillerie,quincaillerie-du-batiment,corde-sangle-sandow-chaine-et-cable,sangle-et-accessoire,cat_id_2950.cat,https://www.castorama.fr/quincaillerie/quincaillerie-du-batiment/corde-sangle-sandow-chaine-et-cable/sangle-et-accessoire/cat_id_2950.cat
outillage,manutention-et-transport,plateau-a-roulettes,,cat_id_0001945.cat,https://www.castorama.fr/outillage/manutention-et-transport/plateau-a-roulettes/cat_id_0001945.cat
outillage,outillage-a-main,couteau-cutter-et-ciseau,couteau-cutter-et-lame,cat_id_1841.cat,https://www.castorama.fr/outillage/outillage-a-main/couteau-cutter-et-ciseau/couteau-cutter-et-lame/cat_id_1841.cat
quincaillerie,quincaillerie-de-meuble,pied-patin-et-embout,pied,cat_id_0001781.cat,https://www.castorama.fr/quincaillerie/quincaillerie-de-meuble/pied-patin-et-embout/pied/cat_id_0001781.cat
cuisine,plan-de-travail-credence-et-fond-de-hotte,plan-de-travail,,cat_id_857.cat,https://www.castorama.fr/cuisine/plan-de-travail-credence-et-fond-de-hotte/plan-de-travail/cat_id_857.cat
rangement-dressing,amenagement-bureau,chaise-de-bureau,,cat_id_0001777.cat,https://www.castorama.fr/rangement-dressing/amenagement-bureau/chaise-de-bureau/cat_id_0001777.cat
rangement-dressing,amenagement-bureau,plateau-et-treteau-de-bureau,treteau,cat_id_0002123.cat,https://www.castorama.fr/rangement-dressing/amenagement-bureau/plateau-et-treteau-de-bureau/treteau/cat_id_0002123.cat
rangement-dressing,amenagement-bureau,plateau-et-treteau-de-bureau,plateau-de-bureau,cat_id_0002122.cat,https://www.castorama.fr/rangement-dressing/amenagement-bureau/plateau-et-treteau-de-bureau/plateau-de-bureau/cat_id_0002122.cat
electricite,rallonge-electrique-enrouleur-electrique-et-multiprise,multiprise,,cat_id_1184.cat,https://www.castorama.fr/electricite/rallonge-electrique-enrouleur-electrique-et-multiprise/multiprise/cat_id_1184.cat
electricite,rallonge-electrique-enrouleur-electrique-et-multiprise,range-fil-et-cache-fil,,cat_id_1211.cat,https://www.castorama.fr/electricite/rallonge-electrique-enrouleur-electrique-et-multiprise/range-fil-et-cache-fil/cat_id_1211.cat
luminaire-et-eclairage,luminaire-et-eclairage-interieur,lampe-a-poser,lampe-de-bureau,cat_id_4196.cat,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-interieur/lampe-a-poser/lampe-de-bureau/cat_id_4196.cat
rangement-dressing,amenagement-bureau,rangement-bureau,caisson-bureau,cat_id_0001779.cat,https://www.castorama.fr/rangement-dressing/amenagement-bureau/rangement-bureau/caisson-bureau/cat_id_0001779.cat
rangement-dressing,rangement-interieur,etagere-cube,amenagement-pour-etagere-cube,cat_id_2350.cat,https://www.castorama.fr/rangement-dressing/rangement-interieur/etagere-cube/amenagement-pour-etagere-cube/cat_id_2350.cat
rangement-dressing,meuble-de-rangement,etagere-cube,structure-pour-cube-de-rangement,cat_id_0001550.cat,https://www.castorama.fr/rangement-dressing/meuble-de-rangement/etagere-cube/structure-pour-cube-de-rangement/cat_id_0001550.cat
decoration-interieure,decoration-murale-et-accessoires-deco,pele-mele-et-pense-bete,,cat_id_4163.cat,https://www.castorama.fr/decoration-interieure/decoration-murale-et-accessoires-deco/pele-mele-et-pense-bete/cat_id_4163.cat
rangement-dressing,amenagement-bureau,accessoires-bureau,range-documents-et-fourniture-de-bureau,cat_id_0001780.cat,https://www.castorama.fr/rangement-dressing/amenagement-bureau/accessoires-bureau/range-documents-et-fourniture-de-bureau/cat_id_0001780.cat
rangement-dressing,amenagement-bureau,bureau-et-meuble-bureau,,cat_id_0002039.cat,https://www.castorama.fr/rangement-dressing/amenagement-bureau/bureau-et-meuble-bureau/cat_id_0002039.cat
rangement-dressing,dressing-amenagement-de-placard,porte-de-placard,rail-porte-de-placard,cat_id_5074.cat,https://www.castorama.fr/rangement-dressing/dressing-amenagement-de-placard/porte-de-placard/rail-porte-de-placard/cat_id_5074.cat
rangement-dressing,dressing-amenagement-de-placard,porte-de-placard,porte-de-placard-sur-mesure,cat_id_5059.cat,https://www.castorama.fr/rangement-dressing/dressing-amenagement-de-placard/porte-de-placard/porte-de-placard-sur-mesure/cat_id_5059.cat
rangement-dressing,dressing-amenagement-de-placard,porte-de-placard,porte-de-placard-extensible,cat_id_5073.cat,https://www.castorama.fr/rangement-dressing/dressing-amenagement-de-placard/porte-de-placard/porte-de-placard-extensible/cat_id_5073.cat
rangement-dressing,dressing-amenagement-de-placard,porte-de-placard,porte-de-placard-coulissante,cat_id_3891.cat,https://www.castorama.fr/rangement-dressing/dressing-amenagement-de-placard/porte-de-placard/porte-de-placard-coulissante/cat_id_3891.cat
rangement-dressing,solution-de-rangement-modulable-atomia,accessoire-de-rangement-modulable,,cat_id_0001155.cat,https://www.castorama.fr/rangement-dressing/solution-de-rangement-modulable-atomia/accessoire-de-rangement-modulable/cat_id_0001155.cat
rangement-dressing,solution-de-rangement-modulable-atomia,porte-de-rangement-modulable,,cat_id_0001154.cat,https://www.castorama.fr/rangement-dressing/solution-de-rangement-modulable-atomia/porte-de-rangement-modulable/cat_id_0001154.cat
rangement-dressing,solution-de-rangement-modulable-atomia,tiroir-de-rangement-modulable,,cat_id_0001153.cat,https://www.castorama.fr/rangement-dressing/solution-de-rangement-modulable-atomia/tiroir-de-rangement-modulable/cat_id_0001153.cat
rangement-dressing,solution-de-rangement-modulable-atomia,tablette-de-rangement-modulable,,cat_id_0001152.cat,https://www.castorama.fr/rangement-dressing/solution-de-rangement-modulable-atomia/tablette-de-rangement-modulable/cat_id_0001152.cat
rangement-dressing,solution-de-rangement-modulable-atomia,caisson-de-rangement-modulable,,cat_id_0001151.cat,https://www.castorama.fr/rangement-dressing/solution-de-rangement-modulable-atomia/caisson-de-rangement-modulable/cat_id_0001151.cat
