unique_id,category,subcategory,subsubcategory,subsubsubcategory,title,price,url
3342010269518_CAFR.prd,outillage,materiel-de-chantier,outils-du-macon,tamis,Tamis plastique à poignée Ocai bleu n°6 petit gravier fin&moyen,"13,90",https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/tamis/cat_id_1703.cat/tamis-plastique-a-poignee-ocai-bleu-n-6-petit-gravier-fin-moyen/3342010269518_CAFR.prd
5059340002811_CAFR.prd,outillage,materiel-de-chantier,outils-du-macon,grattoir-et-rateau-de-macon,Grattoir de sol Magnusson 140 x 20 cm,"15,22",https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/grattoir-et-rateau-de-macon/cat_id_751.cat/grattoir-de-sol-magnusson-140-x-20-cm/5059340002811_CAFR.prd
5032227330016_CAFR.prd,jardin-et-terrasse,tondeuse-et-outil-motorise,huile-piece-de-rechange-et-accessoire-pour-outil-motorise,jerrican-d-essence-graisse-et-lubrifiant,Bombe multifonction WD-40 en aérosol 100 ml,"3,99",https://www.castorama.fr/jardin-et-terrasse/tondeuse-et-outil-motorise/huile-piece-de-rechange-et-accessoire-pour-outil-motorise/jerrican-d-essence-graisse-et-lubrifiant/cat_id_2678.cat/bombe-multifonction-wd-40-en-aerosol-100-ml/5032227330016_CAFR.prd
3700023618455_CAFR.prd,jardin-et-terrasse,outil-entretien-et-materiel-du-jardin,balai-d-exterieur-balai-a-feuille-et-a-gazon,cat_id_3417.cat,Tapis de sol CAHORS 60x80cm gris absorbant - IDS - CAHORS6080,"17,57",https://www.castorama.fr/jardin-et-terrasse/outil-entretien-et-materiel-du-jardin/balai-d-exterieur-balai-a-feuille-et-a-gazon/cat_id_3417.cat/departments/tapis-de-sol-cahors-60x80cm-gris-absorbant-ids-cahors6080/3700023618455_CAFR.prd
3661290157040_CAFR.prd,droguerie-entretien-de-la-maison,entretien-du-sol,nettoyant-sol-multi-surfaces,cat_id_0002144.cat,Spado savon noir à l'huile de lin 1l,"7,29",https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-du-sol/nettoyant-sol-multi-surfaces/cat_id_0002144.cat/spado-savon-noir-a-l-huile-de-lin-1l/3661290157040_CAFR.prd
3308187249012_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Arrêt tête de bergère à tirefond + butée Afbat acier l.120 mm,"10,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/arret-tete-de-bergere-a-tirefond-butee-afbat-acier-l-120-mm/3308187249012_CAFR.prd
5059340020471_CAFR.prd,luminaire-et-eclairage,luminaire-et-eclairage-exterieur,luminaire-solaire,cat_id_1121.cat,Lampe à poser galet LED solaire gris IP44,"9,90",https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/luminaire-solaire/cat_id_1121.cat/lampe-a-poser-galet-led-solaire-gris-ip44/5059340020471_CAFR.prd
3283494275681_CAFR.prd,outillage,compresseur-et-accessoire,compresseur,cat_id_0001474.cat,Compresseur d'air structure de chantier silencieux Facom 6L 1.6 HP,199,https://www.castorama.fr/outillage/compresseur-et-accessoire/compresseur/cat_id_0001474.cat/compresseur-d-air-structure-de-chantier-silencieux-facom-6l-1-6-hp/3283494275681_CAFR.prd
4006825417050_CAFR.prd,outillage,compresseur-et-accessoire,accessoire-compresseur,cat_id_0001475.cat,Kit à air comprimé 3 accessoires pour compresseurs Einhell,"20,99",https://www.castorama.fr/outillage/compresseur-et-accessoire/accessoire-compresseur/cat_id_0001475.cat/kit-a-air-comprime-3-accessoires-pour-compresseurs-einhell/4006825417050_CAFR.prd
4014915010975_CAFR.prd,outillage,materiel-de-chantier,outils-du-macon,tamis,Tamis rotatif Scheppach 360w 40cm,465,https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/tamis/cat_id_1703.cat/tamis-rotatif-scheppach-360w-40cm/4014915010975_CAFR.prd
3661602041357_CAFR.prd,outillage,materiel-de-chantier,outils-du-macon,grattoir-et-rateau-de-macon,Râteau racloir à béton 14 dents,"9,90",https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/grattoir-et-rateau-de-macon/cat_id_751.cat/rateau-racloir-a-beton-14-dents/3661602041357_CAFR.prd
5032227330795_CAFR.prd,jardin-et-terrasse,tondeuse-et-outil-motorise,huile-piece-de-rechange-et-accessoire-pour-outil-motorise,jerrican-d-essence-graisse-et-lubrifiant,Pompe à graisse manuelle 3-en-un Technique,"26,90",https://www.castorama.fr/jardin-et-terrasse/tondeuse-et-outil-motorise/huile-piece-de-rechange-et-accessoire-pour-outil-motorise/jerrican-d-essence-graisse-et-lubrifiant/cat_id_2678.cat/pompe-a-graisse-manuelle-3-en-un-technique/5032227330795_CAFR.prd
3239045771768_CAFR.prd,jardin-et-terrasse,outil-entretien-et-materiel-du-jardin,balai-d-exterieur-balai-a-feuille-et-a-gazon,cat_id_3417.cat,"Outils Perrin Balai à gazon 76 cm polypro manche 1,50 m, outil à main pour le jardin et le potager","63,95",https://www.castorama.fr/jardin-et-terrasse/outil-entretien-et-materiel-du-jardin/balai-d-exterieur-balai-a-feuille-et-a-gazon/cat_id_3417.cat/departments/outils-perrin-balai-gazon-76-cm-polypro-manche-1-50-m-outil-main-pour-le-jardin-et-le-potager/3239045771768_CAFR.prd
3365000051092_CAFR.prd,droguerie-entretien-de-la-maison,entretien-du-sol,nettoyant-sol-multi-surfaces,cat_id_0002144.cat,Décrassant surpuissant Starwax 500ml + 20% gratuit,"8,99",https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-du-sol/nettoyant-sol-multi-surfaces/cat_id_0002144.cat/decrassant-surpuissant-starwax-500ml-20-gratuit/3365000051092_CAFR.prd
3308188411005_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Bloqueur de manivelle Afbat design blanc,"3,99",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/bloqueur-de-manivelle-afbat-design-blanc/3308188411005_CAFR.prd
5059340853994_CAFR.prd,luminaire-et-eclairage,luminaire-et-eclairage-exterieur,luminaire-solaire,cat_id_1121.cat,"Spot extérieur LED à énergie solaire IP44 1 W 120lm blanc froid H.44,8 x l.24,5cm noir","16,90",https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/luminaire-solaire/cat_id_1121.cat/spot-exterieur-led-a-energie-solaire-ip44-1-w-120lm-blanc-froid-h-44-8-x-l-24-5cm-noir/5059340853994_CAFR.prd
4006825640885_CAFR.prd,outillage,compresseur-et-accessoire,compresseur,cat_id_0001474.cat,Compresseur Einhell TE-AC 6 SILENT 6L,199,https://www.castorama.fr/outillage/compresseur-et-accessoire/compresseur/cat_id_0001474.cat/compresseur-einhell-te-ac-6-silent-6l/4006825640885_CAFR.prd
3283491220165_CAFR.prd,outillage,compresseur-et-accessoire,accessoire-compresseur,cat_id_0001475.cat,Huile pour compresseur silencieux Mecadeco 1L,"19,90",https://www.castorama.fr/outillage/compresseur-et-accessoire/accessoire-compresseur/cat_id_0001475.cat/huile-pour-compresseur-silencieux-mecadeco-1l/3283491220165_CAFR.prd
3342010269549_CAFR.prd,outillage,materiel-de-chantier,outils-du-macon,tamis,Tamis en plastique à poignée Ocai rouge n°14 pour ciment,"13,90",https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/tamis/cat_id_1703.cat/tamis-en-plastique-a-poignee-ocai-rouge-n-14-pour-ciment/3342010269549_CAFR.prd
3239042060056_CAFR.prd,outillage,materiel-de-chantier,outils-du-macon,grattoir-et-rateau-de-macon,Grattoir de coffrage Outils Perrin 30 cm,"16,90",https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/grattoir-et-rateau-de-macon/cat_id_751.cat/grattoir-de-coffrage-outils-perrin-30-cm/3239042060056_CAFR.prd
3365000003541_CAFR.prd,carrelage-sol,carrelage-sol-et-mural,nettoyage-et-entretien-du-carrelage,cat_id_3209.cat,Cire tomettes et terres cuites incolore Starwax 1L,"23,90",https://www.castorama.fr/carrelage-sol/carrelage-sol-et-mural/nettoyage-et-entretien-du-carrelage/cat_id_3209.cat/cire-tomettes-et-terres-cuites-incolore-starwax-1l/3365000003541_CAFR.prd
5032227336025_CAFR.prd,jardin-et-terrasse,tondeuse-et-outil-motorise,huile-piece-de-rechange-et-accessoire-pour-outil-motorise,jerrican-d-essence-graisse-et-lubrifiant,Lubrifiant Chaîne & Câbles 3-EN-UN TECHNIQUE 250ml,"8,90",https://www.castorama.fr/jardin-et-terrasse/tondeuse-et-outil-motorise/huile-piece-de-rechange-et-accessoire-pour-outil-motorise/jerrican-d-essence-graisse-et-lubrifiant/cat_id_2678.cat/lubrifiant-chaine-cables-3-en-un-technique-250ml/5032227336025_CAFR.prd
4078500023733_CAFR.prd,jardin-et-terrasse,outil-entretien-et-materiel-du-jardin,balai-d-exterieur-balai-a-feuille-et-a-gazon,cat_id_3417.cat,Gardena Balai à gazon  Poignée fixe,"19,70",https://www.castorama.fr/jardin-et-terrasse/outil-entretien-et-materiel-du-jardin/balai-d-exterieur-balai-a-feuille-et-a-gazon/cat_id_3417.cat/mkp/gardena-balai-gazon-poign-e-fixe/4078500023733_CAFR.prd
3365000051542_CAFR.prd,droguerie-entretien-de-la-maison,entretien-du-sol,nettoyant-sol-multi-surfaces,cat_id_0002144.cat,Nettoyant assainissant multi-usages senteur pin des landes Starwax 1L,"7,59",https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-du-sol/nettoyant-sol-multi-surfaces/cat_id_0002144.cat/nettoyant-assainissant-multi-usages-senteur-pin-des-landes-starwax-1l/3365000051542_CAFR.prd
3308188777002_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Genouillère 6 pans Afbat 10 mm blanc,"17,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/genouillere-6-pans-afbat-10-mm-blanc/3308188777002_CAFR.prd
5059340322827_CAFR.prd,luminaire-et-eclairage,luminaire-et-eclairage-exterieur,luminaire-solaire,cat_id_1121.cat,Spot à piquer solaire Spike LED intégrée 15lm 0.2W IP44 OPP noir,"13,90",https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/luminaire-solaire/cat_id_1121.cat/spot-a-piquer-solaire-spike-led-integree-15lm-0-2w-ip44-opp-noir/5059340322827_CAFR.prd
3283494275216_CAFR.prd,outillage,compresseur-et-accessoire,compresseur,cat_id_0001474.cat,Compresseur d'air série Silver débruité Facom 24L 2.5HP,219,https://www.castorama.fr/outillage/compresseur-et-accessoire/compresseur/cat_id_0001474.cat/compresseur-d-air-serie-silver-debruite-facom-24l-2-5hp/3283494275216_CAFR.prd
3283491615022_CAFR.prd,outillage,compresseur-et-accessoire,accessoire-compresseur,cat_id_0001475.cat,Lot de 300 clous Mecafer 161502G 65 mm,"10,90",https://www.castorama.fr/outillage/compresseur-et-accessoire/accessoire-compresseur/cat_id_0001475.cat/lot-de-300-clous-mecafer-161502g-65-mm/3283491615022_CAFR.prd
4014915089186_CAFR.prd,outillage,materiel-de-chantier,outils-du-macon,tamis,Tamis rotatif Scheppach 250w 40cm,504,https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/tamis/cat_id_1703.cat/tamis-rotatif-scheppach-250w-40cm/4014915089186_CAFR.prd
5059340002804_CAFR.prd,outillage,materiel-de-chantier,outils-du-macon,grattoir-et-rateau-de-macon,Grattoir de sol 130 x 20 cm bois et acier,"12,90",https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/grattoir-et-rateau-de-macon/cat_id_751.cat/grattoir-de-sol-130-x-20-cm-bois-et-acier/5059340002804_CAFR.prd
3365000011102_CAFR.prd,carrelage-sol,carrelage-sol-et-mural,nettoyage-et-entretien-du-carrelage,cat_id_3209.cat,Nettoyant concentré carrelages et sols plastiques SoluVert Starwax 1L,"9,59",https://www.castorama.fr/carrelage-sol/carrelage-sol-et-mural/nettoyage-et-entretien-du-carrelage/cat_id_3209.cat/nettoyant-concentre-carrelages-et-sols-plastiques-soluvert-starwax-1l/3365000011102_CAFR.prd
3541212822167_CAFR.prd,droguerie-entretien-de-la-maison,accessoire-de-menage,seau-bassine-recipient-de-menage,cat_id_4132.cat,Bassine cuvette ronde 4L coloris sable,"3,90",https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/seau-bassine-recipient-de-menage/cat_id_4132.cat/bassine-cuvette-ronde-4l-coloris-sable/3541212822167_CAFR.prd
3328680072405_CAFR.prd,jardin-et-terrasse,tondeuse-et-outil-motorise,huile-piece-de-rechange-et-accessoire-pour-outil-motorise,jerrican-d-essence-graisse-et-lubrifiant,Graisse XAD de synthèse 200gr en pot RontProduction,"8,90",https://www.castorama.fr/jardin-et-terrasse/tondeuse-et-outil-motorise/huile-piece-de-rechange-et-accessoire-pour-outil-motorise/jerrican-d-essence-graisse-et-lubrifiant/cat_id_2678.cat/graisse-xad-de-synthese-200gr-en-pot-rontproduction/3328680072405_CAFR.prd
3272371711107_CAFR.prd,jardin-et-terrasse,outil-entretien-et-materiel-du-jardin,balai-d-exterieur-balai-a-feuille-et-a-gazon,cat_id_3417.cat,Balai à gazon l.50 cm Multistar OUTILS WOLF,"49,95",https://www.castorama.fr/jardin-et-terrasse/outil-entretien-et-materiel-du-jardin/balai-d-exterieur-balai-a-feuille-et-a-gazon/cat_id_3417.cat/mkp/balai-gazon-l-50-cm-multistar-outils-wolf/3272371711107_CAFR.prd
3365000051559_CAFR.prd,droguerie-entretien-de-la-maison,entretien-du-sol,nettoyant-sol-multi-surfaces,cat_id_0002144.cat,Nettoyant assainissant multi-usages senteur pin des landes Starwax 5L,"23,90",https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-du-sol/nettoyant-sol-multi-surfaces/cat_id_0002144.cat/nettoyant-assainissant-multi-usages-senteur-pin-des-landes-starwax-5l/3365000051559_CAFR.prd
3479045323400_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Paumelle parisienne droit bout rond en Inox 140x70 mm,"11,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/paumelle-parisienne-droit-bout-rond-en-inox-140x70-mm/3479045323400_CAFR.prd
8423555877422_CAFR.prd,luminaire-et-eclairage,luminaire-et-eclairage-exterieur,luminaire-solaire,cat_id_1121.cat,"Borne LED extérieur solaire Dallas 100lm 9W IP44 blanc neutre blanc Lumihome l.12,05 x H.50 cm","59,90",https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/luminaire-solaire/cat_id_1121.cat/borne-led-exterieur-solaire-dallas-100lm-9w-ip44-blanc-neutre-blanc-lumihome-l-12-05-x-h-50-cm/8423555877422_CAFR.prd
3283494255164_CAFR.prd,outillage,compresseur-et-accessoire,compresseur,cat_id_0001474.cat,"Compresseur silencieux Mecafer 9L 0,5HP",579,https://www.castorama.fr/outillage/compresseur-et-accessoire/compresseur/cat_id_0001474.cat/compresseur-silencieux-mecafer-9l-0-5hp/3283494255164_CAFR.prd
3283491560261_CAFR.prd,outillage,compresseur-et-accessoire,accessoire-compresseur,cat_id_0001475.cat,Embout grosse valve pour auto et vélo tout terrain Mecafer,"8,50",https://www.castorama.fr/outillage/compresseur-et-accessoire/accessoire-compresseur/cat_id_0001475.cat/embout-grosse-valve-pour-auto-et-velo-tout-terrain-mecafer/3283491560261_CAFR.prd
3239042060186_CAFR.prd,outillage,materiel-de-chantier,outils-du-macon,grattoir-et-rateau-de-macon,Grattoir de maçon Outils Perrin 16 cm,"15,90",https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/grattoir-et-rateau-de-macon/cat_id_751.cat/grattoir-de-macon-outils-perrin-16-cm/3239042060186_CAFR.prd
3365000003459_CAFR.prd,carrelage-sol,carrelage-sol-et-mural,nettoyage-et-entretien-du-carrelage,cat_id_3209.cat,Décapant avant protection tomettes et terres cuites Starwax 1L,"14,90",https://www.castorama.fr/carrelage-sol/carrelage-sol-et-mural/nettoyage-et-entretien-du-carrelage/cat_id_3209.cat/decapant-avant-protection-tomettes-et-terres-cuites-starwax-1l/3365000003459_CAFR.prd
3454976222435_CAFR.prd,droguerie-entretien-de-la-maison,accessoire-de-menage,seau-bassine-recipient-de-menage,cat_id_4132.cat,Seau doseur graduation intégrée blanc transparent 15L,"4,90",https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/seau-bassine-recipient-de-menage/cat_id_4132.cat/seau-doseur-graduation-integree-blanc-transparent-15l/3454976222435_CAFR.prd
5059340460970_CAFR.prd,droguerie-entretien-de-la-maison,accessoire-de-menage,eponge-serpillere-et-accessoire-de-lavage,cat_id_2666.cat,Lot 5 chiffons de nettoyage microfibre GoodHome multicouleur L.40 x l.38cm,"5,99",https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/eponge-serpillere-et-accessoire-de-lavage/cat_id_2666.cat/lot-5-chiffons-de-nettoyage-microfibre-goodhome-multicouleur-l-40-x-l-38cm/5059340460970_CAFR.prd
3328680020420_CAFR.prd,jardin-et-terrasse,tondeuse-et-outil-motorise,huile-piece-de-rechange-et-accessoire-pour-outil-motorise,jerrican-d-essence-graisse-et-lubrifiant,Graisse graphitée 200 gr en pot RontProduction,"8,90",https://www.castorama.fr/jardin-et-terrasse/tondeuse-et-outil-motorise/huile-piece-de-rechange-et-accessoire-pour-outil-motorise/jerrican-d-essence-graisse-et-lubrifiant/cat_id_2678.cat/graisse-graphitee-200-gr-en-pot-rontproduction/3328680020420_CAFR.prd
3166720002896_CAFR.prd,jardin-et-terrasse,outil-entretien-et-materiel-du-jardin,balai-d-exterieur-balai-a-feuille-et-a-gazon,cat_id_3417.cat,Balai coco industrie 80cm douille métal - BROSSERIE THOMAS - 289,"20,14",https://www.castorama.fr/jardin-et-terrasse/outil-entretien-et-materiel-du-jardin/balai-d-exterieur-balai-a-feuille-et-a-gazon/cat_id_3417.cat/departments/balai-coco-industrie-80cm-douille-m-tal-brosserie-thomas-289/3166720002896_CAFR.prd
3045206611909_CAFR.prd,droguerie-entretien-de-la-maison,entretien-du-sol,nettoyant-sol-multi-surfaces,cat_id_0002144.cat,Lot 2 sprays désinfectants multi-usages Sanytol 750ml,"10,35",https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-du-sol/nettoyant-sol-multi-surfaces/cat_id_0002144.cat/lot-2-sprays-desinfectants-multi-usages-sanytol-750ml/3045206611909_CAFR.prd
3308187108043_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Espagnolette plate Afbat acier complète,14,https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/espagnolette-plate-afbat-acier-complete/3308187108043_CAFR.prd
5059340130835_CAFR.prd,luminaire-et-eclairage,luminaire-et-eclairage-exterieur,luminaire-solaire,cat_id_1121.cat,Projecteur à piquer à énergie solaire 45lm 0.63W IP44 10.5cm Noir,"19,90",https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/luminaire-solaire/cat_id_1121.cat/projecteur-a-piquer-a-energie-solaire-45lm-0-63w-ip44-10-5cm-noir/5059340130835_CAFR.prd
3283494250992_CAFR.prd,outillage,compresseur-et-accessoire,compresseur,cat_id_0001474.cat,Compresseur vertical Mecafer 50L 2HP,149,https://www.castorama.fr/outillage/compresseur-et-accessoire/compresseur/cat_id_0001474.cat/compresseur-vertical-mecafer-50l-2hp/3283494250992_CAFR.prd
3283491563088_CAFR.prd,outillage,compresseur-et-accessoire,accessoire-compresseur,cat_id_0001475.cat,Insert cannelé tuyau Ø 8 x 13 mm Mecafer,"6,50",https://www.castorama.fr/outillage/compresseur-et-accessoire/accessoire-compresseur/cat_id_0001475.cat/insert-cannele-tuyau-8-x-13-mm-mecafer/3283491563088_CAFR.prd
3239047171351_CAFR.prd,outillage,materiel-de-chantier,outils-du-macon,grattoir-et-rateau-de-macon,Racloir de cantonnier Outils Perrin 40 cm,"20,90",https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/grattoir-et-rateau-de-macon/cat_id_751.cat/racloir-de-cantonnier-outils-perrin-40-cm/3239047171351_CAFR.prd
5059340729848_CAFR.prd,droguerie-entretien-de-la-maison,accessoire-de-menage,seau-bassine-recipient-de-menage,cat_id_4132.cat,Seau et essoreuse de torsion GoodHome gris clair 14L,"10,90",https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/seau-bassine-recipient-de-menage/cat_id_4132.cat/seau-et-essoreuse-de-torsion-goodhome-gris-clair-14l/5059340729848_CAFR.prd
3365000015940_CAFR.prd,droguerie-entretien-de-la-maison,accessoire-de-menage,eponge-serpillere-et-accessoire-de-lavage,cat_id_2666.cat,Microfibre balai expert maxi glisse Starwax ultra absorbante,"9,70",https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/eponge-serpillere-et-accessoire-de-lavage/cat_id_2666.cat/microfibre-balai-expert-maxi-glisse-starwax-ultra-absorbante/3365000015940_CAFR.prd
3663602564225_CAFR.prd,droguerie-entretien-de-la-maison,accessoire-de-menage,balai-brosse,cat_id_2849.cat,Brosse pour joint de carrelage L.40mm,"5,20",https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/balai-brosse/cat_id_2849.cat/brosse-pour-joint-de-carrelage-l-40mm/3663602564225_CAFR.prd
5032227338951_CAFR.prd,jardin-et-terrasse,tondeuse-et-outil-motorise,huile-piece-de-rechange-et-accessoire-pour-outil-motorise,jerrican-d-essence-graisse-et-lubrifiant,Graisse longue durée WD-40 Specialist 250ml,"9,90",https://www.castorama.fr/jardin-et-terrasse/tondeuse-et-outil-motorise/huile-piece-de-rechange-et-accessoire-pour-outil-motorise/jerrican-d-essence-graisse-et-lubrifiant/cat_id_2678.cat/graisse-longue-duree-wd-40-specialist-250ml/5032227338951_CAFR.prd
3157333731815_CAFR.prd,jardin-et-terrasse,outil-entretien-et-materiel-du-jardin,balai-d-exterieur-balai-a-feuille-et-a-gazon,cat_id_3417.cat,"Balai à gazon fil plat Leborgne - Emmanché 1,50m","36,35",https://www.castorama.fr/jardin-et-terrasse/outil-entretien-et-materiel-du-jardin/balai-d-exterieur-balai-a-feuille-et-a-gazon/cat_id_3417.cat/departments/balai-gazon-fil-plat-leborgne-emmanch-1-50m/3157333731815_CAFR.prd
3045206615105_CAFR.prd,droguerie-entretien-de-la-maison,entretien-du-sol,nettoyant-sol-multi-surfaces,cat_id_0002144.cat,Nettoyant désinfectant sols et surfaces citron Sanytol 5L,"19,90",https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-du-sol/nettoyant-sol-multi-surfaces/cat_id_0002144.cat/nettoyant-desinfectant-sols-et-surfaces-citron-sanytol-5l/3045206615105_CAFR.prd
0712198882473_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Igloohome - Clavier Intelligent - Ek1,89,https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/departments/igloohome-clavier-intelligent-ek1/0712198882473_CAFR.prd
5059340248141_CAFR.prd,luminaire-et-eclairage,luminaire-et-eclairage-exterieur,luminaire-solaire,cat_id_1121.cat,Guirlandes lumineuses LED intégrée solaire Estevan 0.04W IP44 GoodHome blanc 20 boules,"13,90",https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/luminaire-solaire/cat_id_1121.cat/guirlandes-lumineuses-led-integree-solaire-estevan-0-04w-ip44-goodhome-blanc-20-boules/5059340248141_CAFR.prd
3283494253160_CAFR.prd,outillage,compresseur-et-accessoire,compresseur,cat_id_0001474.cat,Compresseur lubrifié courroie Mecafer 100L 3HP,579,https://www.castorama.fr/outillage/compresseur-et-accessoire/compresseur/cat_id_0001474.cat/compresseur-lubrifie-courroie-mecafer-100l-3hp/3283494253160_CAFR.prd
3283495700250_CAFR.prd,outillage,compresseur-et-accessoire,accessoire-compresseur,cat_id_0001475.cat,Soufflette bec long basik line Mecafer,"11,50",https://www.castorama.fr/outillage/compresseur-et-accessoire/accessoire-compresseur/cat_id_0001475.cat/soufflette-bec-long-basik-line-mecafer/3283495700250_CAFR.prd
3239042060063_CAFR.prd,outillage,materiel-de-chantier,outils-du-macon,grattoir-et-rateau-de-macon,Racloir bitume à crochet Outils Perrin 50 cm,"18,90",https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/grattoir-et-rateau-de-macon/cat_id_751.cat/racloir-bitume-a-crochet-outils-perrin-50-cm/3239042060063_CAFR.prd
8710755348969_CAFR.prd,droguerie-entretien-de-la-maison,accessoire-de-menage,sac-poubelle,cat_id_4143.cat,Sacs poubelle Perfect fit Barantia 5L,"4,96",https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/sac-poubelle/cat_id_4143.cat/sacs-poubelle-perfect-fit-barantia-5l/8710755348969_CAFR.prd
8008980373109_CAFR.prd,carrelage-sol,carrelage-sol-et-mural,nettoyage-et-entretien-du-carrelage,cat_id_3209.cat,Détachant dégraissant Fila 1L pour sols,"31,90",https://www.castorama.fr/carrelage-sol/carrelage-sol-et-mural/nettoyage-et-entretien-du-carrelage/cat_id_3209.cat/detachant-degraissant-fila-1l-pour-sols/8008980373109_CAFR.prd
3543534940116_CAFR.prd,droguerie-entretien-de-la-maison,accessoire-de-menage,seau-bassine-recipient-de-menage,cat_id_4132.cat,Seau design France 14L Elephant bleu,"11,90",https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/seau-bassine-recipient-de-menage/cat_id_4132.cat/seau-design-france-14l-elephant-bleu/3543534940116_CAFR.prd
5059340461274_CAFR.prd,droguerie-entretien-de-la-maison,accessoire-de-menage,eponge-serpillere-et-accessoire-de-lavage,cat_id_2666.cat,"Éponge en cellulose non abrasive pour gros travaux L.14 x l.5 x ép.9,5 cm","3,99",https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/eponge-serpillere-et-accessoire-de-lavage/cat_id_2666.cat/eponge-en-cellulose-non-abrasive-pour-gros-travaux-l-14-x-l-5-x-ep-9-5-cm/5059340461274_CAFR.prd
3365000015636_CAFR.prd,droguerie-entretien-de-la-maison,accessoire-de-menage,balai-brosse,cat_id_2849.cat,Support mural Clic Système multi-accessoires Starwax,"4,99",https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/balai-brosse/cat_id_2849.cat/support-mural-clic-systeme-multi-accessoires-starwax/3365000015636_CAFR.prd
3663602819387_CAFR.prd,outillage,outillage-a-main,outil-de-decoffrage,cat_id_767.cat,"Pied de biche Magnusson 24"" Acier Noir","13,52",https://www.castorama.fr/outillage/outillage-a-main/outil-de-decoffrage/cat_id_767.cat/pied-de-biche-magnusson-24-acier-noir/3663602819387_CAFR.prd
