unique_id,category,subcategory,subsubcategory,subsubsubcategory,title,price,url
8055195007602_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Batterie de secours pour portail Genius by FAAC,80,https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/batterie-de-secours-pour-portail-genius-by-faac/8055195007602_CAFR.prd
3308180026320_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Barre de sécurité Afbat pour portes de garage 2-4 vantaux,109,https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/barre-de-securite-afbat-pour-portes-de-garage-2-4-vantaux/3308180026320_CAFR.prd
3660212501121_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,"Lot de 4 lames pvc L.1,80 m Protecta","20,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/lot-de-4-lames-pvc-l-1-80-m-protecta/3660212501121_CAFR.prd
8055195019735_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Photocellules BUS 24V Genius by FAAC,56,https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/photocellules-bus-24v-genius-by-faac/8055195019735_CAFR.prd
3660212200154_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Manivelle complète ronde 12 blanche Protecta,"29,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/manivelle-complete-ronde-12-blanche-protecta/3660212200154_CAFR.prd
3308180029949_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Barre de sécurité renforcée Afbat noire long 410 mm + accessoires,"16,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/barre-de-securite-renforcee-afbat-noire-long-410-mm-accessoires/3308180029949_CAFR.prd
3660212501060_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Attache lame de sécurité x3 Protecta,"15,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/attache-lame-de-securite-x3-protecta/3660212501060_CAFR.prd
3308183375043_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Barre de sécurité Afbat longueur 410 mm renforcée + cadenas,"23,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/barre-de-securite-afbat-longueur-410-mm-renforcee-cadenas/3308183375043_CAFR.prd
3663602887379_CAFR.prd,plomberie,evacuation-des-eaux,trappe-de-visite,cat_id_2381.cat,Trappe de visite acier laqué blanc Diall blanc 20 x 20 cm,"22,90",https://www.castorama.fr/plomberie/evacuation-des-eaux/trappe-de-visite/cat_id_2381.cat/trappe-de-visite-acier-laque-blanc-diall-blanc-20-x-20-cm/3663602887379_CAFR.prd
8055195043334_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Crémaillère en nylon pour motorisation de portail longueur 1 m Genius by FAAC,"12,08",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/cremaillere-en-nylon-pour-motorisation-de-portail-longueur-1-m-genius-by-faac/8055195043334_CAFR.prd
3663602887393_CAFR.prd,plomberie,evacuation-des-eaux,trappe-de-visite,cat_id_2381.cat,Trappe de visite acier laqué blanc Diall blanc 50 x 50 cm,"46,90",https://www.castorama.fr/plomberie/evacuation-des-eaux/trappe-de-visite/cat_id_2381.cat/trappe-de-visite-acier-laque-blanc-diall-blanc-50-x-50-cm/3663602887393_CAFR.prd
3660212700135_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,"Tube octogonal 60 L.3,00 m acier Protecta","37,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/tube-octogonal-60-l-3-00-m-acier-protecta/3660212700135_CAFR.prd
3663602887362_CAFR.prd,plomberie,evacuation-des-eaux,trappe-de-visite,cat_id_2381.cat,Trappe de visite plastique blanc Diall 30 x 30 cm,"13,90",https://www.castorama.fr/plomberie/evacuation-des-eaux/trappe-de-visite/cat_id_2381.cat/trappe-de-visite-plastique-blanc-diall-30-x-30-cm/3663602887362_CAFR.prd
3308188435001_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Kit manivelle complet pour volet roulant Afbat blanc 140 mm,"52,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/kit-manivelle-complet-pour-volet-roulant-afbat-blanc-140-mm/3308188435001_CAFR.prd
3496250214149_CAFR.prd,plomberie,evacuation-des-eaux,trappe-de-visite,cat_id_2381.cat,Trappe de visite acier laqué blanc 50 x 60 cm Placo®,"59,90",https://www.castorama.fr/plomberie/evacuation-des-eaux/trappe-de-visite/cat_id_2381.cat/trappe-de-visite-acier-laque-blanc-50-x-60-cm-placo-/3496250214149_CAFR.prd
3308189567046_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Arrêts de volets autobloquants à poignée Afbat,"31,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/arrets-de-volets-autobloquants-a-poignee-afbat/3308189567046_CAFR.prd
3496250213562_CAFR.prd,plomberie,evacuation-des-eaux,trappe-de-visite,cat_id_2381.cat,Trappe de visite acier laqué blanc 20 x 20 cm Placo®,"24,90",https://www.castorama.fr/plomberie/evacuation-des-eaux/trappe-de-visite/cat_id_2381.cat/trappe-de-visite-acier-laque-blanc-20-x-20-cm-placo-/3496250213562_CAFR.prd
4006825637908_CAFR.prd,electricite,lampe-torche-baladeuse-et-projecteur-de-chantier,projecteur-et-lampe-de-chantier,cat_id_5306.cat,Projecteur sans fil Einhell TE-CL 18/2000 LIAC (sans batterie),"69,90",https://www.castorama.fr/electricite/lampe-torche-baladeuse-et-projecteur-de-chantier/projecteur-et-lampe-de-chantier/cat_id_5306.cat/projecteur-sans-fil-einhell-te-cl-18-2000-liac-sans-batterie-/4006825637908_CAFR.prd
3660212501138_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,"Lot de 4 lames alu L.2,50 m Protecta","33,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/lot-de-4-lames-alu-l-2-50-m-protecta/3660212501138_CAFR.prd
3663602887355_CAFR.prd,plomberie,evacuation-des-eaux,trappe-de-visite,cat_id_2381.cat,Trappe de visite plastique blanc Diall 20 x 15 cm,"11,90",https://www.castorama.fr/plomberie/evacuation-des-eaux/trappe-de-visite/cat_id_2381.cat/trappe-de-visite-plastique-blanc-diall-20-x-15-cm/3663602887355_CAFR.prd
5059340240756_CAFR.prd,electricite,lampe-torche-baladeuse-et-projecteur-de-chantier,projecteur-et-lampe-de-chantier,cat_id_5306.cat,Projecteur de chantier double sur pied Erbauer 2000 lumens,"89,90",https://www.castorama.fr/electricite/lampe-torche-baladeuse-et-projecteur-de-chantier/projecteur-et-lampe-de-chantier/cat_id_5306.cat/projecteur-de-chantier-double-sur-pied-erbauer-2000-lumens/5059340240756_CAFR.prd
8055195063868_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Clavier à code radio Genium G-CODE 4R Genius by FAAC,80,https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/clavier-a-code-radio-genium-g-code-4r-genius-by-faac/8055195063868_CAFR.prd
3496250214125_CAFR.prd,plomberie,evacuation-des-eaux,trappe-de-visite,cat_id_2381.cat,Trappe de visite acier laqué blanc 50 x 50 cm Placo®,"54,90",https://www.castorama.fr/plomberie/evacuation-des-eaux/trappe-de-visite/cat_id_2381.cat/trappe-de-visite-acier-laque-blanc-50-x-50-cm-placo-/3496250214125_CAFR.prd
3663602563136_CAFR.prd,electricite,lampe-torche-baladeuse-et-projecteur-de-chantier,projecteur-et-lampe-de-chantier,cat_id_5306.cat,Projecteur de chantier double sur pied à LED filaire Erbauer Lewo 1600 lumens (20W),"75,90",https://www.castorama.fr/electricite/lampe-torche-baladeuse-et-projecteur-de-chantier/projecteur-et-lampe-de-chantier/cat_id_5306.cat/projecteur-de-chantier-double-sur-pied-a-led-filaire-erbauer-lewo-1600-lumens-20w-/3663602563136_CAFR.prd
3172350121326_CAFR.prd,droguerie-entretien-de-la-maison,entretien-cuisine-et-salle-de-bains,entretien-de-la-salle-de-bains,cat_id_2779.cat,Vaporisateur anti-moisissures blanchissant joints Spado 500ml,"10,90",https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-cuisine-et-salle-de-bains/entretien-de-la-salle-de-bains/cat_id_2779.cat/vaporisateur-anti-moisissures-blanchissant-joints-spado-500ml/3172350121326_CAFR.prd
3660212200178_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Manivelle complète hexagonale 10 blanche,"29,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/manivelle-complete-hexagonale-10-blanche/3660212200178_CAFR.prd
3427113030200_CAFR.prd,plomberie,evacuation-des-eaux,trappe-de-visite,cat_id_2381.cat,Trappe de visite pour baignoire avec grilles de scellement L. 30 x l. 30,"39,90",https://www.castorama.fr/plomberie/evacuation-des-eaux/trappe-de-visite/cat_id_2381.cat/trappe-de-visite-pour-baignoire-avec-grilles-de-scellement-l-30-x-l-30/3427113030200_CAFR.prd
5059340240657_CAFR.prd,electricite,lampe-torche-baladeuse-et-projecteur-de-chantier,projecteur-et-lampe-de-chantier,cat_id_5306.cat,Projecteur de chantier Erbauer 2000 lumens,"32,90",https://www.castorama.fr/electricite/lampe-torche-baladeuse-et-projecteur-de-chantier/projecteur-et-lampe-de-chantier/cat_id_5306.cat/projecteur-de-chantier-erbauer-2000-lumens/5059340240657_CAFR.prd
3365000006672_CAFR.prd,droguerie-entretien-de-la-maison,entretien-cuisine-et-salle-de-bains,entretien-de-la-salle-de-bains,cat_id_2779.cat,Nettoyant anti-moisissures Starwax Salle de bains 600 ml,"8,99",https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-cuisine-et-salle-de-bains/entretien-de-la-salle-de-bains/cat_id_2779.cat/nettoyant-anti-moisissures-starwax-salle-de-bains-600-ml/3365000006672_CAFR.prd
5032227336087_CAFR.prd,jardin-et-terrasse,tondeuse-et-outil-motorise,huile-piece-de-rechange-et-accessoire-pour-outil-motorise,jerrican-d-essence-graisse-et-lubrifiant,Graisse Universelle au Lithium 3-EN-UN TECHNIQUE Tube 150g,"8,40",https://www.castorama.fr/jardin-et-terrasse/tondeuse-et-outil-motorise/huile-piece-de-rechange-et-accessoire-pour-outil-motorise/jerrican-d-essence-graisse-et-lubrifiant/cat_id_2678.cat/graisse-universelle-au-lithium-3-en-un-technique-tube-150g/5032227336087_CAFR.prd
3308187032041_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Espagnolette plate complète Afbat acier noir h.1500 mm,"26,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/espagnolette-plate-complete-afbat-acier-noir-h-1500-mm/3308187032041_CAFR.prd
3496250213586_CAFR.prd,plomberie,evacuation-des-eaux,trappe-de-visite,cat_id_2381.cat,Trappe de visite acier laqué blanc 30 x 30 cm Placo®,"34,90",https://www.castorama.fr/plomberie/evacuation-des-eaux/trappe-de-visite/cat_id_2381.cat/trappe-de-visite-acier-laque-blanc-30-x-30-cm-placo-/3496250213586_CAFR.prd
5059340240671_CAFR.prd,electricite,lampe-torche-baladeuse-et-projecteur-de-chantier,projecteur-et-lampe-de-chantier,cat_id_5306.cat,Projecteur de chantier Erbauer sur batterie 1000 lumens,"42,90",https://www.castorama.fr/electricite/lampe-torche-baladeuse-et-projecteur-de-chantier/projecteur-et-lampe-de-chantier/cat_id_5306.cat/projecteur-de-chantier-erbauer-sur-batterie-1000-lumens/5059340240671_CAFR.prd
3365000016862_CAFR.prd,droguerie-entretien-de-la-maison,entretien-cuisine-et-salle-de-bains,entretien-de-la-salle-de-bains,cat_id_2779.cat,Brosse à joints de carrelage mural ou de sol Starwax,"5,99",https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-cuisine-et-salle-de-bains/entretien-de-la-salle-de-bains/cat_id_2779.cat/brosse-a-joints-de-carrelage-mural-ou-de-sol-starwax/3365000016862_CAFR.prd
5032227334892_CAFR.prd,jardin-et-terrasse,tondeuse-et-outil-motorise,huile-piece-de-rechange-et-accessoire-pour-outil-motorise,jerrican-d-essence-graisse-et-lubrifiant,Produit Multifonction WD-40 Spray 2 Positions 250ml,"6,99",https://www.castorama.fr/jardin-et-terrasse/tondeuse-et-outil-motorise/huile-piece-de-rechange-et-accessoire-pour-outil-motorise/jerrican-d-essence-graisse-et-lubrifiant/cat_id_2678.cat/produit-multifonction-wd-40-spray-2-positions-250ml/5032227334892_CAFR.prd
3250790046703_CAFR.prd,decoration-interieure,papier-peint-et-revetement-mural,moulure-de-plafond-corniche-et-rosace,cat_id_5060.cat,"Moulure polystyrène extrudé Stefanie 2 m x 80 mm, h.80 mm","11,90",https://www.castorama.fr/decoration-interieure/papier-peint-et-revetement-mural/moulure-de-plafond-corniche-et-rosace/cat_id_5060.cat/moulure-polystyrene-extrude-stefanie-2-m-x-80-mm-h-80-mm/3250790046703_CAFR.prd
3660212500667_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Manivelle en acier blanc ronde Protecta,"20,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/manivelle-en-acier-blanc-ronde-protecta/3660212500667_CAFR.prd
3663602887416_CAFR.prd,plomberie,evacuation-des-eaux,trappe-de-visite,cat_id_2381.cat,Trappe de visite acier laqué blanc Diall blanc 60 x 60 cm,"53,90",https://www.castorama.fr/plomberie/evacuation-des-eaux/trappe-de-visite/cat_id_2381.cat/trappe-de-visite-acier-laque-blanc-diall-blanc-60-x-60-cm/3663602887416_CAFR.prd
5059340159690_CAFR.prd,electricite,lampe-torche-baladeuse-et-projecteur-de-chantier,projecteur-et-lampe-de-chantier,cat_id_5306.cat,Projecteur de chantier Erbauer sur batterie (non fournie) 1600 lumens sans fil,"59,90",https://www.castorama.fr/electricite/lampe-torche-baladeuse-et-projecteur-de-chantier/projecteur-et-lampe-de-chantier/cat_id_5306.cat/projecteur-de-chantier-erbauer-sur-batterie-non-fournie-1600-lumens-sans-fil/5059340159690_CAFR.prd
3153895116930_CAFR.prd,droguerie-entretien-de-la-maison,entretien-cuisine-et-salle-de-bains,entretien-de-la-salle-de-bains,cat_id_2779.cat,Feutre rénovation joint de carrelage V33 blanc mat 15ml,"12,50",https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-cuisine-et-salle-de-bains/entretien-de-la-salle-de-bains/cat_id_2779.cat/feutre-renovation-joint-de-carrelage-v33-blanc-mat-15ml/3153895116930_CAFR.prd
5032227330825_CAFR.prd,jardin-et-terrasse,tondeuse-et-outil-motorise,huile-piece-de-rechange-et-accessoire-pour-outil-motorise,jerrican-d-essence-graisse-et-lubrifiant,Lubrifiant au Silicone 3-EN-UN TECHNIQUE 250ml,"6,90",https://www.castorama.fr/jardin-et-terrasse/tondeuse-et-outil-motorise/huile-piece-de-rechange-et-accessoire-pour-outil-motorise/jerrican-d-essence-graisse-et-lubrifiant/cat_id_2678.cat/lubrifiant-au-silicone-3-en-un-technique-250ml/5032227330825_CAFR.prd
4007155160043_CAFR.prd,decoration-interieure,papier-peint-et-revetement-mural,moulure-de-plafond-corniche-et-rosace,cat_id_5060.cat,Rosace polystyrène Elena ø66 cm blanc,"29,90",https://www.castorama.fr/decoration-interieure/papier-peint-et-revetement-mural/moulure-de-plafond-corniche-et-rosace/cat_id_5060.cat/rosace-polystyrene-elena-66-cm-blanc/4007155160043_CAFR.prd
5907708145208_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Sabot poutre à ailes extérieures 64 x 128 x 2 mm,"6,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/sabot-poutre-a-ailes-exterieures-64-x-128-x-2-mm/5907708145208_CAFR.prd
3663602887386_CAFR.prd,plomberie,evacuation-des-eaux,trappe-de-visite,cat_id_2381.cat,Trappe de visite acier laqué blanc Diall blanc 30 x 30 cm,"30,90",https://www.castorama.fr/plomberie/evacuation-des-eaux/trappe-de-visite/cat_id_2381.cat/trappe-de-visite-acier-laque-blanc-diall-blanc-30-x-30-cm/3663602887386_CAFR.prd
5059340240732_CAFR.prd,electricite,lampe-torche-baladeuse-et-projecteur-de-chantier,projecteur-et-lampe-de-chantier,cat_id_5306.cat,Projecteur de chantier Erbauer sur batterie 4000 lumens,99,https://www.castorama.fr/electricite/lampe-torche-baladeuse-et-projecteur-de-chantier/projecteur-et-lampe-de-chantier/cat_id_5306.cat/projecteur-de-chantier-erbauer-sur-batterie-4000-lumens/5059340240732_CAFR.prd
3172350121388_CAFR.prd,droguerie-entretien-de-la-maison,entretien-cuisine-et-salle-de-bains,entretien-de-la-salle-de-bains,cat_id_2779.cat,Spray anticalcaire suractif Spado 500ml,"8,59",https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-cuisine-et-salle-de-bains/entretien-de-la-salle-de-bains/cat_id_2779.cat/spray-anticalcaire-suractif-spado-500ml/3172350121388_CAFR.prd
5032227330818_CAFR.prd,jardin-et-terrasse,tondeuse-et-outil-motorise,huile-piece-de-rechange-et-accessoire-pour-outil-motorise,jerrican-d-essence-graisse-et-lubrifiant,Super Dégrippant 3-EN-UN TECHNIQUE 250ml,"8,90",https://www.castorama.fr/jardin-et-terrasse/tondeuse-et-outil-motorise/huile-piece-de-rechange-et-accessoire-pour-outil-motorise/jerrican-d-essence-graisse-et-lubrifiant/cat_id_2678.cat/super-degrippant-3-en-un-technique-250ml/5032227330818_CAFR.prd
4007155160111_CAFR.prd,decoration-interieure,papier-peint-et-revetement-mural,moulure-de-plafond-corniche-et-rosace,cat_id_5060.cat,Moulure polystyrène Gloria 1 x 2 m blanc,"14,90",https://www.castorama.fr/decoration-interieure/papier-peint-et-revetement-mural/moulure-de-plafond-corniche-et-rosace/cat_id_5060.cat/moulure-polystyrene-gloria-1-x-2-m-blanc/4007155160111_CAFR.prd
5059340253237_CAFR.prd,outillage,materiel-de-chantier,radio-de-chantier,cat_id_0001521.cat,Radio sans fil Erbauer ERD18-Li 18V (sans batterie),119,https://www.castorama.fr/outillage/materiel-de-chantier/radio-de-chantier/cat_id_0001521.cat/radio-sans-fil-erbauer-erd18-li-18v-sans-batterie-/5059340253237_CAFR.prd
3660212500346_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Butée de volet ronde blanche 40 mm Rolakit,"3,75",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/butee-de-volet-ronde-blanche-40-mm-rolakit/3660212500346_CAFR.prd
3496250213609_CAFR.prd,plomberie,evacuation-des-eaux,trappe-de-visite,cat_id_2381.cat,Trappe de visite acier laqué blanc 40 x 40 cm Placo®,"44,90",https://www.castorama.fr/plomberie/evacuation-des-eaux/trappe-de-visite/cat_id_2381.cat/trappe-de-visite-acier-laque-blanc-40-x-40-cm-placo-/3496250213609_CAFR.prd
4004282470205_CAFR.prd,electricite,lampe-torche-baladeuse-et-projecteur-de-chantier,projecteur-et-lampe-de-chantier,cat_id_5306.cat,Projecteur de chantier 3200 lumens IP54 Gao,"49,90",https://www.castorama.fr/electricite/lampe-torche-baladeuse-et-projecteur-de-chantier/projecteur-et-lampe-de-chantier/cat_id_5306.cat/projecteur-de-chantier-3200-lumens-ip54-gao/4004282470205_CAFR.prd
casto-ia,droguerie-entretien-de-la-maison,entretien-cuisine-et-salle-de-bains,entretien-de-la-salle-de-bains,cat_id_2779.cat,Besoin d’aide pour choisir vos produits et entretenir votre logement ? ,"(None,)",https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-cuisine-et-salle-de-bains/entretien-de-la-salle-de-bains/cat_id_2779.cathttps://www.castorama.fr/services/hello-casto/casto-ia
3389976070475_CAFR.prd,jardin-et-terrasse,tondeuse-et-outil-motorise,huile-piece-de-rechange-et-accessoire-pour-outil-motorise,jerrican-d-essence-graisse-et-lubrifiant,Bidon d'huile hydraulique HV ISO46 5L,"34,90",https://www.castorama.fr/jardin-et-terrasse/tondeuse-et-outil-motorise/huile-piece-de-rechange-et-accessoire-pour-outil-motorise/jerrican-d-essence-graisse-et-lubrifiant/cat_id_2678.cat/bidon-d-huile-hydraulique-hv-iso46-5l/3389976070475_CAFR.prd
3250790012814_CAFR.prd,decoration-interieure,papier-peint-et-revetement-mural,moulure-de-plafond-corniche-et-rosace,cat_id_5060.cat,Dalle plafond Luxembourg 50 x 50 cm ép.8 mm,"4,70",https://www.castorama.fr/decoration-interieure/papier-peint-et-revetement-mural/moulure-de-plafond-corniche-et-rosace/cat_id_5060.cat/dalle-plafond-luxembourg-50-x-50-cm-ep-8-mm/3250790012814_CAFR.prd
4966376407460_CAFR.prd,outillage,materiel-de-chantier,radio-de-chantier,cat_id_0001521.cat,Radio de chantier sans fil Hikoki UR18DAW4Z 18V (sans batterie),119,https://www.castorama.fr/outillage/materiel-de-chantier/radio-de-chantier/cat_id_0001521.cat/radio-de-chantier-sans-fil-hikoki-ur18daw4z-18v-sans-batterie-/4966376407460_CAFR.prd
5059340191300_CAFR.prd,luminaire-et-eclairage,luminaire-et-eclairage-exterieur,luminaire-solaire,cat_id_1121.cat,Potelet Davern solaire à détection avec LED intégrée 800lm 9W IP65 GoodHome noir,62,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/luminaire-solaire/cat_id_1121.cat/potelet-davern-solaire-a-detection-avec-led-integree-800lm-9w-ip65-goodhome-noir/5059340191300_CAFR.prd
5011402171712_CAFR.prd,outillage,pistolet-a-peinture-decolleuse-et-decapeur,decolleuse-a-papier-peint,cat_id_3231.cat,Décolleuse à papiers peints Black+Decker KX3300 2300W,"74,90",https://www.castorama.fr/outillage/pistolet-a-peinture-decolleuse-et-decapeur/decolleuse-a-papier-peint/cat_id_3231.cat/decolleuse-a-papiers-peints-black-decker-kx3300-2300w/5011402171712_CAFR.prd
3308187070036_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,cat_id_2879.cat,Barre de sécurité renforcée Afbat long 410 mm + accessoires,"14,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/barre-de-securite-renforcee-afbat-long-410-mm-accessoires/3308187070036_CAFR.prd
3496250214187_CAFR.prd,plomberie,evacuation-des-eaux,trappe-de-visite,cat_id_2381.cat,Trappe de visite alu 30 x 30 cm Placo®,"72,90",https://www.castorama.fr/plomberie/evacuation-des-eaux/trappe-de-visite/cat_id_2381.cat/trappe-de-visite-alu-30-x-30-cm-placo-/3496250214187_CAFR.prd
5059340159676_CAFR.prd,electricite,lampe-torche-baladeuse-et-projecteur-de-chantier,projecteur-et-lampe-de-chantier,cat_id_5306.cat,Projecteur de chantier Erbauer sur batterie + USB 2000 lumens sans fil,"59,90",https://www.castorama.fr/electricite/lampe-torche-baladeuse-et-projecteur-de-chantier/projecteur-et-lampe-de-chantier/cat_id_5306.cat/projecteur-de-chantier-erbauer-sur-batterie-usb-2000-lumens-sans-fil/5059340159676_CAFR.prd
3365000055427_CAFR.prd,droguerie-entretien-de-la-maison,entretien-cuisine-et-salle-de-bains,entretien-de-la-salle-de-bains,cat_id_2779.cat,Déboucheur gel à la soude canalisations cuisine et salle de bains Starwax 1L,"7,19",https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-cuisine-et-salle-de-bains/entretien-de-la-salle-de-bains/cat_id_2779.cat/deboucheur-gel-a-la-soude-canalisations-cuisine-et-salle-de-bains-starwax-1l/3365000055427_CAFR.prd
5032227330832_CAFR.prd,jardin-et-terrasse,tondeuse-et-outil-motorise,huile-piece-de-rechange-et-accessoire-pour-outil-motorise,jerrican-d-essence-graisse-et-lubrifiant,Graisse Blanche au Lithium 3-EN-UN TECHNIQUE 250ml,"8,90",https://www.castorama.fr/jardin-et-terrasse/tondeuse-et-outil-motorise/huile-piece-de-rechange-et-accessoire-pour-outil-motorise/jerrican-d-essence-graisse-et-lubrifiant/cat_id_2678.cat/graisse-blanche-au-lithium-3-en-un-technique-250ml/5032227330832_CAFR.prd
3250790048035_CAFR.prd,decoration-interieure,papier-peint-et-revetement-mural,moulure-de-plafond-corniche-et-rosace,cat_id_5060.cat,Moulure polystyrène Decosa Gisèle 70/80 mm 1 x 2 m,"11,90",https://www.castorama.fr/decoration-interieure/papier-peint-et-revetement-mural/moulure-de-plafond-corniche-et-rosace/cat_id_5060.cat/moulure-polystyrene-decosa-gisele-70-80-mm-1-x-2-m/3250790048035_CAFR.prd
4007430332219_CAFR.prd,outillage,materiel-de-chantier,radio-de-chantier,cat_id_0001521.cat,Radio de chantier AM/FM Metabo R 12 18 BT sans fil,"99,90",https://www.castorama.fr/outillage/materiel-de-chantier/radio-de-chantier/cat_id_0001521.cat/radio-de-chantier-am-fm-metabo-r-12-18-bt-sans-fil/4007430332219_CAFR.prd
5059340360140_CAFR.prd,luminaire-et-eclairage,luminaire-et-eclairage-exterieur,luminaire-solaire,cat_id_1121.cat,"Lot 8 balises solaire à piquer IP44 l.11,2 x H.39 cm","24,90",https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/luminaire-solaire/cat_id_1121.cat/lot-8-balises-solaire-a-piquer-ip44-l-11-2-x-h-39-cm/5059340360140_CAFR.prd
4004025098796_CAFR.prd,outillage,pistolet-a-peinture-decolleuse-et-decapeur,decolleuse-a-papier-peint,cat_id_3231.cat,Décolleuse à papiers peints Wagner Steamforce Plus,"59,90",https://www.castorama.fr/outillage/pistolet-a-peinture-decolleuse-et-decapeur/decolleuse-a-papier-peint/cat_id_3231.cat/decolleuse-a-papiers-peints-wagner-steamforce-plus/4004025098796_CAFR.prd
