category,subcategory,subsubcategory,subsubsubcategory,title,prix,prod_url
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture SLIM PVC Blanc H. 72 cm x L. 5.60 m - 3 Lisses,"251,60",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-slim-pvc-blanc-h-72-cm-x-l-5-60-m-3-lisses/3590328030867_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture SLIM PVC Blanc H. 180 cm x L. 5.60 m - 8 Soubassements,"672,10",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-slim-pvc-blanc-h-180-cm-x-l-5-60-m-8-soubassements/3590328031383_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,"Poteau Complet PRO 180 cm, L. 13.6 x l. 13.6 x h. 180 cm","94,60",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/poteau-complet-pro-180-cm-l-13-6-x-l-13-6-x-h-180-cm/3590328034179_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,"Poteau Complet SLIM 180 cm, L. 10.4 x l. 4.4 x h. 180 cm","47,90",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/poteau-complet-slim-180-cm-l-10-4-x-l-4-4-x-h-180-cm/3590328034216_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture SLIM PVC Blanc H. 180 cm x L. 5.60 m - 2 Lisses claire-voie + 7 Soubassements,"689,20",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-slim-pvc-blanc-h-180-cm-x-l-5-60-m-2-lisses-claire-voie-7-soubassements/3590328031406_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture PRO PVC Blanc H. 90 cm x L. 5.70 m - 7 Lisses claire-voie,"549,20",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-pro-pvc-blanc-h-90-cm-x-l-5-70-m-7-lisses-claire-voie/3590328032267_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture PRO PVC Blanc H. 72 cm x L. 5.70 m - 3 Lisses,"369,80",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-pro-pvc-blanc-h-72-cm-x-l-5-70-m-3-lisses/3590328031925_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture SLIM PVC Blanc H. 72 cm x L. 11.10 m - 1 lisse + 2 soubassements,"572,20",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-slim-pvc-blanc-h-72-cm-x-l-11-10-m-1-lisse-2-soubassements/3590328031505_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,"Poteau Complet PRO 72 cm, L. 13.6 x l. 13.6 x h. 72 cm","51,20",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/poteau-complet-pro-72-cm-l-13-6-x-l-13-6-x-h-72-cm/3590328034186_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture PRO PVC Blanc H. 90 cm x L. 5.70 m - 3 Lisses,399,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-pro-pvc-blanc-h-90-cm-x-l-5-70-m-3-lisses/3590328032250_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture PRO PVC Blanc H. 180 cm x L. 5.70 m - 8 Soubassements,"900,70",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-pro-pvc-blanc-h-180-cm-x-l-5-70-m-8-soubassements/3590328032762_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture SLIM PVC Blanc H. 90 cm x L. 5.60 m - 2 Lisses + 3 Soubassements,"410,90",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-slim-pvc-blanc-h-90-cm-x-l-5-60-m-2-lisses-3-soubassements/3590328031109_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,"Poteau Complet SLIM 120 cm, L. 10.4 x l. 4.4 x h. 120 cm","39,10",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/poteau-complet-slim-120-cm-l-10-4-x-l-4-4-x-h-120-cm/3590328034209_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture PRO PVC Blanc H. 90 cm x L. 11.30 m - 3 Lisses,709,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-pro-pvc-blanc-h-90-cm-x-l-11-30-m-3-lisses/3590328032311_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture PRO PVC Blanc H. 90 cm x L. 5.70 m - 2 Lisses + 3 Soubassements,549,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-pro-pvc-blanc-h-90-cm-x-l-5-70-m-2-lisses-3-soubassements/3590328032274_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture SLIM PVC Blanc H. 180 cm x L. 5.60 m - 15 Lisses claire-voie,"754,30",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-slim-pvc-blanc-h-180-cm-x-l-5-60-m-15-lisses-claire-voie/3590328031376_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Panneau acier droit Biohort 180 x h.90 cm gris + verre acrylique,379,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/panneau-acier-droit-biohort-180-x-h-90-cm-gris-verre-acrylique/9003414159631_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Poteau clôture Jardimat alu blanc h. 98 cm,99,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/poteau-cloture-jardimat-alu-blanc-h-98-cm/3614110066541_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,"Clôture Jardimat Chalon blanc L.174,2 cm, 4 lames",309,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/cloture-jardimat-chalon-blanc-l-174-2-cm-4-lames/3614110066732_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Panneau acier droit Biohort 150 x h.135 cm gris + verre acrylique,449,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/panneau-acier-droit-biohort-150-x-h-135-cm-gris-verre-acrylique/9003414159860_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,"Clôture Jardimat Alpes Gris 180 cm, 11 lames",469,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/cloture-jardimat-alpes-gris-180-cm-11-lames/3614110155559_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Embout de glissière pour clôture Belty blanc 9016,"2,90",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/embout-de-glissiere-pour-cloture-belty-blanc-9016/3700048818571_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Panneau acier droit Biohort 100 x h.180 cm gris + verre acrylique,469,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/panneau-acier-droit-biohort-100-x-h-180-cm-gris-verre-acrylique/9003414160507_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Poteau de clôture Belty aluminium blanc 9016 h.180cm,"56,90",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/poteau-de-cloture-belty-aluminium-blanc-9016-h-180cm/3700048818519_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Poteau à chevillage pour panneau acier droit Biohort gris h.90 cm,159,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/poteau-a-chevillage-pour-panneau-acier-droit-biohort-gris-h-90-cm/9003414163409_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Poteau clôture Jardimat Alpes gris h. 180 cm,119,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/poteau-cloture-jardimat-alpes-gris-h-180-cm/3614110155573_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Panneau acier droit Biohort 200 x h.90 cm gris,329,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/panneau-acier-droit-biohort-200-x-h-90-cm-gris/9003414159174_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,"Closoir pour clôture Belty en aluminium - l.1,5 x h.180 cm - Blanc","6,90",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/closoir-pour-cloture-belty-en-aluminium-l-1-5-x-h-180-cm-blanc/3700048818533_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Panneau acier droit Biohort 100 x h.135 cm gris + verre acrylique,369,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/panneau-acier-droit-biohort-100-x-h-135-cm-gris-verre-acrylique/9003414159853_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Panneau acier droit Biohort 200 x h.90 cm gris + verre acrylique,399,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/panneau-acier-droit-biohort-200-x-h-90-cm-gris-verre-acrylique/9003414159648_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Panneau acier droit Biohort 100 x h.90 cm gris,229,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/panneau-acier-droit-biohort-100-x-h-90-cm-gris/9003414158924_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Panneau acier droit Biohort 180 x h.180 cm gris + verre acrylique,619,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/panneau-acier-droit-biohort-180-x-h-180-cm-gris-verre-acrylique/9003414160521_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Panneau acier droit Biohort 150 x h.90 cm gris + verre acrylique,349,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/panneau-acier-droit-biohort-150-x-h-90-cm-gris-verre-acrylique/9003414159624_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Panneau acier droit Biohort 150 x h.135 cm gris,409,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/panneau-acier-droit-biohort-150-x-h-135-cm-gris/9003414159747_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Poteau clôture Jardimat alu gris h. 98 cm,99,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/poteau-cloture-jardimat-alu-gris-h-98-cm/3614110066565_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Panneau acier droit Biohort 150 x h.180 cm gris + verre acrylique,579,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/panneau-acier-droit-biohort-150-x-h-180-cm-gris-verre-acrylique/9003414160514_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Panneau acier droit Biohort 150 x h.90 cm gris,279,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/panneau-acier-droit-biohort-150-x-h-90-cm-gris/9003414158931_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Poteau à bétonner pour panneau acier droit Biohort gris h.90 cm,159,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/poteau-a-betonner-pour-panneau-acier-droit-biohort-gris-h-90-cm/9003414173392_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Poteau à chevillage pour panneau acier droit Biohort gris h.135 cm,169,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/poteau-a-chevillage-pour-panneau-acier-droit-biohort-gris-h-135-cm/9003414163430_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-acier-et-aluminium,Platine 2 points pour clôture Belty aluminium blanc 9016,"18,90",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-acier-et-aluminium/cat_id_0001605.cat/platine-2-points-pour-cloture-belty-aluminium-blanc-9016/3700048818540_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Cache platine pour poteau de clôture Morey blanc 9010,"9,90",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/cache-platine-pour-poteau-de-cloture-morey-blanc-9010/3662551001584_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture PRO PVC Blanc H. 90 cm x L. 11.30 m - 2 Lisses + 3 Soubassements,1 009,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-pro-pvc-blanc-h-90-cm-x-l-11-30-m-2-lisses-3-soubassements/3590328032359_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,"Poteau Complet PRO 120 cm, L. 13.6 x l. 13.6 x h. 120 cm","70,50",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/poteau-complet-pro-120-cm-l-13-6-x-l-13-6-x-h-120-cm/3590328034162_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture PRO PVC Blanc H. 180 cm x L. 11.30 m - 15 Lisses claire-voie,"1 840,70",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-pro-pvc-blanc-h-180-cm-x-l-11-30-m-15-lisses-claire-voie/3590328032793_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture SLIM PVC Blanc H. 90 cm x L. 11.10 m - 7 Lisses claire-voie,"767,80",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-slim-pvc-blanc-h-90-cm-x-l-11-10-m-7-lisses-claire-voie/3590328031529_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture PRO PVC Blanc H. 180 cm x L. 11.30 m - 2 Lisses claire-voie + 7 Soubassements,"1 710,60",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-pro-pvc-blanc-h-180-cm-x-l-11-30-m-2-lisses-claire-voie-7-soubassements/3590328032823_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,,,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cathttps://www.needhelp.com/content/castorama/jardinier?utm_source=100&utm_campaign=casto&utm_medium=website&utm_content=jardin
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Lisse Claire-Voie - Clôture PRO & SLIM,"33,50",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/lisse-claire-voie-cl-ture-pro-slim/3590328032939_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture PRO PVC Blanc H. 180 cm x L. 5.70 m - 2 Lisses claire-voie + 7 Soubassements,"917,90",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-pro-pvc-blanc-h-180-cm-x-l-5-70-m-2-lisses-claire-voie-7-soubassements/3590328032786_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture PRO PVC Blanc H. 72 cm x L. 11.30 m - 1 Lisse + 2 Soubassements,779,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-pro-pvc-blanc-h-72-cm-x-l-11-30-m-1-lisse-2-soubassements/3590328032021_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture SLIM PVC Blanc H. 72 cm x L. 5.60 m - 1 lisse + 2 soubassements,"312,20",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-slim-pvc-blanc-h-72-cm-x-l-5-60-m-1-lisse-2-soubassements/3590328030904_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture PRO PVC Blanc H. 120 cm x L. 5.70 m - 10 Lisses claire-voie,"705,50",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-pro-pvc-blanc-h-120-cm-x-l-5-70-m-10-lisses-claire-voie/3590328032526_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Séparateur pour Lisse Claire-Voie - Clôture PRO & SLIM,"20,39",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/s-parateur-pour-lisse-claire-voie-cl-ture-pro-slim/3590328036043_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture PRO PVC Blanc H. 120 cm x L. 5.70 m - 2 Lisses + 3 Soubassements,"596,80",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-pro-pvc-blanc-h-120-cm-x-l-5-70-m-2-lisses-3-soubassements/3590328032533_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Kit Clôture PRO PVC Blanc H. 180 cm x L. 11.30 m - 8 Soubassements,"1 676,30",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/kit-cl-ture-pro-pvc-blanc-h-180-cm-x-l-11-30-m-8-soubassements/3590328032809_CAFR.prd
jardin-et-terrasse,cloture-panneau-grillage-brise-vue,panneau-a-composer-et-cloture-personnalisable,cloture-a-composer-pvc,Poteau d'Angle SLIM 120 cm pour clôture,"39,30",https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/panneau-a-composer-et-cloture-personnalisable/cloture-a-composer-pvc/cat_id_0001603.cat/departments/poteau-d-angle-slim-120-cm-pour-cl-ture/3590328034247_CAFR.prd
